timestamp,data_type,option_code,option_time,option_price,option_volume,option_theoretical,option_iv,option_delta,option_gamma,option_theta,option_vega,option_rho,option_open_interest,option_ask_1,option_ask_qty_1,option_ask_2,option_ask_qty_2,option_ask_3,option_ask_qty_3,option_ask_4,option_ask_qty_4,option_ask_5,option_ask_qty_5,option_bid_1,option_bid_qty_1,option_bid_2,option_bid_qty_2,option_bid_3,option_bid_qty_3,option_bid_4,option_bid_qty_4,option_bid_5,option_bid_qty_5,option_ask_total,option_bid_total,stock_code,stock_time,stock_price
2026-03-13 12:03,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120309,184200
2026-03-13 12:03,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120310,184250
2026-03-13 12:03,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120334,184300
2026-03-13 12:03,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120335,184300
2026-03-13 12:03,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120336,184400
2026-03-13 12:03,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120337,184300
2026-03-13 12:03,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120338,184300
2026-03-13 12:03,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120339,184400
2026-03-13 12:03,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120340,184300
2026-03-13 12:03,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120341,184400
2026-03-13 12:03,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120342,184300
2026-03-13 12:03,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120343,184300
2026-03-13 12:03,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120344,184300
2026-03-13 12:03,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120345,184300
2026-03-13 12:03,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120346,184300
2026-03-13 12:03,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120347,184300
2026-03-13 12:03,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120348,184300
2026-03-13 12:03,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120349,184300
2026-03-13 12:03,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120350,184300
2026-03-13 12:03,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120351,184300
2026-03-13 12:03,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120352,184300
2026-03-13 12:03,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120353,184300
2026-03-13 12:03,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120354,184300
2026-03-13 12:03,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120355,184300
2026-03-13 12:03,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120356,184300
2026-03-13 12:03,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120357,184300
2026-03-13 12:03,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120358,184300
2026-03-13 12:03,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120359,184300
2026-03-13 12:03,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120400,184300
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120401,184300
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120402,184300
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120403,184300
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14200,64,15600,4,0,0,0,0,0,0,13800,26,13600,48,13000,2,11000,1,8000,10,68,228,5930,120404,184500
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14200,64,15600,4,0,0,0,0,0,0,13800,26,13600,48,13000,2,11000,1,8000,10,68,228,5930,120405,184500
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14200,64,15600,4,0,0,0,0,0,0,13800,26,13600,48,13000,2,11000,1,8000,10,68,228,5930,120406,184500
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14200,64,15600,4,0,0,0,0,0,0,13800,26,13600,48,13000,2,11000,1,8000,10,68,228,5930,120407,184500
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14200,64,15600,4,0,0,0,0,0,0,13800,26,13600,48,13000,2,11000,1,8000,10,68,228,5930,120408,184500
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14200,64,15600,4,0,0,0,0,0,0,13800,26,13600,48,13000,2,11000,1,8000,10,68,228,5930,120408,184450
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14200,64,15600,4,0,0,0,0,0,0,13800,26,13600,48,13000,2,11000,1,8000,10,68,228,5930,120408,184450
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14200,64,15600,4,0,0,0,0,0,0,13800,26,13600,48,13000,2,11000,1,8000,10,68,228,5930,120411,184400
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14200,64,15600,4,0,0,0,0,0,0,13800,26,13600,48,13000,2,11000,1,8000,10,68,228,5930,120412,184400
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14200,64,15600,4,0,0,0,0,0,0,13800,26,13600,48,13000,2,11000,1,8000,10,68,228,5930,120413,184400
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14200,64,15600,4,0,0,0,0,0,0,13800,26,13600,48,13000,2,11000,1,8000,10,68,228,5930,120414,184400
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120415,184400
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120416,184500
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120416,184500
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14200,64,15600,4,0,0,0,0,0,0,13800,26,13600,48,13000,2,11000,1,8000,10,68,228,5930,120418,184400
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14200,64,15600,4,0,0,0,0,0,0,13800,26,13600,48,13000,2,11000,1,8000,10,68,228,5930,120418,184400
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14200,64,15600,4,0,0,0,0,0,0,13800,26,13600,48,13000,2,11000,1,8000,10,68,228,5930,120420,184450
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14200,64,15600,4,0,0,0,0,0,0,13800,26,13600,48,13000,2,11000,1,8000,10,68,228,5930,120421,184450
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14200,64,15600,4,0,0,0,0,0,0,13800,26,13600,48,13000,2,11000,1,8000,10,68,228,5930,120422,184500
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14200,64,15600,4,0,0,0,0,0,0,13800,26,13600,48,13000,2,11000,1,8000,10,68,228,5930,120423,184500
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14200,64,15600,4,0,0,0,0,0,0,13800,26,13600,48,13000,2,11000,1,8000,10,68,228,5930,120424,184500
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14200,64,15600,4,0,0,0,0,0,0,13800,26,13600,48,13000,2,11000,1,8000,10,68,228,5930,120424,184500
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14200,64,15600,4,0,0,0,0,0,0,13800,26,13600,48,13000,2,11000,1,8000,10,68,228,5930,120426,184550
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14200,64,15600,4,0,0,0,0,0,0,13800,26,13600,48,13000,2,11000,1,8000,10,68,228,5930,120427,184600
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14200,64,15600,4,0,0,0,0,0,0,13800,26,13600,48,13000,2,11000,1,8000,10,68,228,5930,120427,184550
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14200,64,15600,4,0,0,0,0,0,0,13800,26,13600,48,13000,2,11000,1,8000,10,68,228,5930,120427,184550
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14200,64,15600,4,0,0,0,0,0,0,13800,26,13600,48,13000,2,11000,1,8000,10,68,228,5930,120430,184550
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14200,64,15600,4,0,0,0,0,0,0,13800,26,13600,48,13000,2,11000,1,8000,10,68,228,5930,120430,184550
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14200,64,15600,4,0,0,0,0,0,0,13800,26,13600,48,13000,2,11000,1,8000,10,68,228,5930,120432,184600
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14200,64,15600,4,0,0,0,0,0,0,13800,26,13600,48,13000,2,11000,1,8000,10,68,228,5930,120433,184550
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14200,64,15600,4,0,0,0,0,0,0,13800,26,13600,48,13000,2,11000,1,8000,10,68,228,5930,120434,184550
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14200,64,15600,4,0,0,0,0,0,0,13800,26,13600,48,13000,2,11000,1,8000,10,68,228,5930,120435,184550
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14200,64,15600,4,0,0,0,0,0,0,13800,26,13600,48,13000,2,11000,1,8000,10,68,228,5930,120436,184600
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14200,64,15600,4,0,0,0,0,0,0,13800,26,13600,48,13000,2,11000,1,8000,10,68,228,5930,120437,184600
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14200,64,15600,4,0,0,0,0,0,0,13800,26,13600,48,13000,2,11000,1,8000,10,68,228,5930,120438,184600
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14200,64,15600,4,0,0,0,0,0,0,13800,26,13600,48,13000,2,11000,1,8000,10,68,228,5930,120439,184600
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14200,64,15600,4,0,0,0,0,0,0,13800,26,13600,48,13000,2,11000,1,8000,10,68,228,5930,120440,184600
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14200,64,15600,4,0,0,0,0,0,0,13800,26,13600,48,13000,2,11000,1,8000,10,68,228,5930,120441,184500
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14200,64,15600,4,0,0,0,0,0,0,13800,26,13600,48,13000,2,11000,1,8000,10,68,228,5930,120442,184500
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14200,64,15600,4,0,0,0,0,0,0,13800,26,13600,48,13000,2,11000,1,8000,10,68,228,5930,120443,184500
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14200,64,15600,4,0,0,0,0,0,0,13800,26,13600,48,13000,2,11000,1,8000,10,68,228,5930,120444,184500
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14200,64,15600,4,0,0,0,0,0,0,13800,26,13600,48,13000,2,11000,1,8000,10,68,228,5930,120445,184500
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120446,184500
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120447,184250
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120448,184400
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120449,184300
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120450,184300
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120451,184300
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120452,184300
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120453,184300
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120454,184300
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120455,184250
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120456,184300
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120457,184300
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120458,184300
2026-03-13 12:04,snapshot,B1164089,,,,,,,,,,,,14000,16,14200,48,15600,4,0,0,0,0,13600,74,13000,2,11000,1,8000,10,300,1,68,228,5930,120459,184300
2026-03-13 12:05,snapshot,B1164089,120459,13600,11,979130,46.0749,0.0013,202.255,223.1806,57.501,1716,2868,14200,48,15600,4,0,0,0,0,0,0,13600,4,13400,48,13000,2,11000,1,8000,10,52,206,5930,120500,184300
2026-03-13 12:05,snapshot,B1164089,120501,13600,96,979130,46.0749,0.0013,202.255,223.1806,57.501,1716,2868,14000,48,14200,48,15600,4,0,0,0,0,13600,4,13400,48,13000,2,11000,1,8000,10,100,206,5930,120501,184300
2026-03-13 12:05,snapshot,B1164089,120501,13600,96,979130,46.0749,0.0013,202.255,223.1806,57.501,1716,2868,14000,64,14200,48,15600,4,0,0,0,0,13600,15,13400,48,13000,2,11000,1,8000,10,116,217,5930,120502,184300
2026-03-13 12:05,snapshot,B1164089,120503,13600,10,979130,46.0749,0.0013,202.255,223.1806,57.501,1716,2868,13600,1,14000,48,14200,48,15600,4,0,0,13400,48,13000,2,11000,1,8000,10,300,1,101,202,5930,120503,184300
2026-03-13 12:05,snapshot,B1164089,120503,13600,10,979130,46.0749,0.0013,202.255,223.1806,57.501,1716,2868,13600,1,14000,48,14200,48,15600,4,0,0,13400,48,13000,2,11000,1,8000,10,300,1,101,202,5930,120504,184300
2026-03-13 12:05,snapshot,B1164089,120503,13600,10,979130,46.0749,0.0013,202.255,223.1806,57.501,1716,2868,13600,6,14000,48,14200,48,15600,4,0,0,13400,48,13000,2,11000,1,8000,10,300,1,106,202,5930,120505,184300
2026-03-13 12:05,snapshot,B1164089,120503,13600,10,979130,46.0749,0.0013,202.255,223.1806,57.501,1716,2868,13600,6,14000,48,14200,48,15600,4,0,0,13400,48,13200,15,13000,2,11000,1,8000,10,106,217,5930,120506,184300
2026-03-13 12:05,snapshot,B1164089,120503,13600,10,979130,46.0749,0.0013,202.255,223.1806,57.501,1716,2868,13600,6,14000,48,14200,48,15600,4,0,0,13400,48,13200,15,13000,2,11000,1,8000,10,106,217,5930,120507,184300
2026-03-13 12:05,snapshot,B1164089,120503,13600,10,979130,46.0749,0.0013,202.255,223.1806,57.501,1716,2868,13600,6,14000,48,14200,48,15600,4,0,0,13400,48,13200,15,13000,2,11000,1,8000,10,106,217,5930,120508,184200
2026-03-13 12:05,snapshot,B1164089,120503,13600,10,979130,46.0749,0.0013,202.255,223.1806,57.501,1716,2868,13600,6,14000,48,14200,48,15600,4,0,0,13400,48,13200,15,13000,2,11000,1,8000,10,106,217,5930,120509,184300
2026-03-13 12:05,snapshot,B1164089,120503,13600,10,979130,46.0749,0.0013,202.255,223.1806,57.501,1716,2868,13600,6,14000,48,14200,48,15600,4,0,0,13400,48,13200,15,13000,2,11000,1,8000,10,106,217,5930,120510,184300
2026-03-13 12:05,snapshot,B1164089,120503,13600,10,979130,46.0749,0.0013,202.255,223.1806,57.501,1716,2868,13600,6,14000,48,14200,48,15600,4,0,0,13400,48,13200,15,13000,2,11000,1,8000,10,106,217,5930,120511,184200
2026-03-13 12:05,snapshot,B1164089,120503,13600,10,979130,46.0749,0.0013,202.255,223.1806,57.501,1716,2868,13600,6,14000,48,14200,48,15600,4,0,0,13400,48,13200,15,13000,2,11000,1,8000,10,106,217,5930,120512,184300
2026-03-13 12:05,snapshot,B1164089,120503,13600,10,979130,46.0749,0.0013,202.255,223.1806,57.501,1716,2868,13600,6,14000,48,14200,48,15600,4,0,0,13400,48,13200,15,13000,2,11000,1,8000,10,106,217,5930,120513,184200
2026-03-13 12:05,snapshot,B1164089,120503,13600,10,979130,46.0749,0.0013,202.255,223.1806,57.501,1716,2868,13600,6,14000,48,14200,48,15600,4,0,0,13400,48,13200,15,13000,2,11000,1,8000,10,106,217,5930,120514,184200
2026-03-13 12:05,snapshot,B1164089,120503,13600,10,979130,46.0749,0.0013,202.255,223.1806,57.501,1716,2868,13600,6,14000,48,14200,48,15600,4,0,0,13400,48,13200,15,13000,2,11000,1,8000,10,106,217,5930,120515,184200
2026-03-13 12:05,snapshot,B1164089,120503,13600,10,979130,46.0749,0.0013,202.255,223.1806,57.501,1716,2868,13600,6,14000,48,14200,48,15600,4,0,0,13400,48,13200,15,13000,2,11000,1,8000,10,106,217,5930,120516,184200
2026-03-13 12:05,snapshot,B1164089,120517,13600,5,979130,46.0749,0.0013,202.255,223.1806,57.501,1716,2868,14000,48,14200,48,15600,4,0,0,0,0,13600,9,13400,48,13000,2,11000,1,8000,10,100,211,5930,120517,184200
2026-03-13 12:05,snapshot,B1164089,120517,13600,5,979130,46.0749,0.0013,202.255,223.1806,57.501,1716,2868,14000,48,14200,48,15600,4,0,0,0,0,13600,9,13400,48,13000,2,11000,1,8000,10,100,211,5930,120518,184200
