시간,데이터유형,옵션코드,옵션체결시간,옵션현재가,옵션거래량,옵션이론가,옵션IV,옵션델타,옵션감마,옵션세타,옵션베가,옵션로,옵션미결제약정,옵션매도호가1,옵션매도잔량1,옵션매도호가2,옵션매도잔량2,옵션매도호가3,옵션매도잔량3,옵션매도호가4,옵션매도잔량4,옵션매도호가5,옵션매도잔량5,옵션매수호가1,옵션매수잔량1,옵션매수호가2,옵션매수잔량2,옵션매수호가3,옵션매수잔량3,옵션매수호가4,옵션매수잔량4,옵션매수호가5,옵션매수잔량5,옵션총매도잔량,옵션총매수잔량,지수코드,지수체결시간,지수현재가,지수전일대비,지수등락률,지수거래량,지수시가,1초체결량,체결방향,매수주도체결량,매도주도체결량
2026-03-23 13:27,스냅샷,B0164815,,,,31.57,50.3182,0.4779,0.7179,0.9519,0.1855,,267,,,,,,,,,,,,,,,,,,,,,,,201,132726,811.84,50.66,5.87,1,829.96,0,NONE,0,0
2026-03-23 13:27,스냅샷,B0164815,,,,31.66,50.4042,0.4778,0.718,0.9522,0.1858,,267,,,,,,,,,,,,,,,,,,,,,,,201,132727,812.02,50.48,5.85,2,829.96,0,NONE,0,0
2026-03-23 13:27,스냅샷,B0164815,,,,31.69,50.4281,0.4777,0.718,0.9522,0.1859,,267,,,,,,,,,,,,,,,,,,,,,,,201,132728,812.07,50.43,5.85,6,829.96,0,NONE,0,0
2026-03-23 13:27,스냅샷,B0164815,,,,31.68,50.4233,0.4778,0.718,0.9522,0.1859,,267,,,,,,,,,,,,,,,,,,,,,,,201,132729,812.06,50.44,5.85,4,829.96,0,NONE,0,0
2026-03-23 13:27,스냅샷,B0164815,,,,31.67,50.409,0.4778,0.718,0.9522,0.1859,,267,,,,,,,,,,,,,,,,,,,,,,,201,132730,812.03,50.47,5.85,2,829.96,0,NONE,0,0
2026-03-23 13:27,스냅샷,B0164815,,,,31.65,50.3899,0.4778,0.718,0.9521,0.1858,,267,,,,,,,,,,,,,,,,,,,,,,,201,132731,811.99,50.51,5.86,3,829.96,0,NONE,0,0
2026-03-23 13:27,스냅샷,B0164815,,,,31.73,50.4711,0.4777,0.7181,0.9524,0.1861,,267,,,,,,,,,,,,,,,,,,,,,,,201,132732,812.16,50.34,5.84,1,829.96,0,NONE,0,0
2026-03-23 13:27,스냅샷,B0164815,,,,31.68,50.4186,0.4778,0.718,0.9522,0.1859,,267,,,,,,,,,,,,,,,,,,,,,,,201,132733,812.05,50.45,5.85,6,829.96,0,NONE,0,0
2026-03-23 13:27,스냅샷,B0164815,,,,31.68,50.4233,0.4778,0.718,0.9522,0.1859,,267,,,,,,,,,,,,,,,,,,,,,,,201,132734,812.06,50.44,5.85,5,829.96,0,NONE,0,0
2026-03-23 13:27,스냅샷,B0164815,,,,31.67,50.4138,0.4778,0.718,0.9522,0.1859,,267,,,,,,,,,,,,,,,,,,,,,,,201,132735,812.04,50.46,5.85,4,829.96,0,NONE,0,0
2026-03-23 13:27,스냅샷,B0164815,,,,31.73,50.4711,0.4777,0.7181,0.9524,0.1861,,267,,,,,,,,,,,,,,,,,,,,,,,201,132736,812.16,50.34,5.84,4,829.96,0,NONE,0,0
2026-03-23 13:27,스냅샷,B0164815,,,,31.74,50.4807,0.4777,0.7181,0.9524,0.1862,,267,,,,,,,,,,,,,,,,,,,,,,,201,132737,812.18,50.32,5.83,2,829.96,0,NONE,0,0
2026-03-23 13:27,스냅샷,B0164815,,,,31.76,50.495,0.4777,0.7182,0.9524,0.1862,,267,,,,,,,,,,,,,,,,,,,,,,,201,132738,812.21,50.29,5.83,1,829.96,0,NONE,0,0
2026-03-23 13:27,스냅샷,B0164815,,,,31.66,50.3994,0.4778,0.718,0.9522,0.1858,,267,,,,,,,,,,,,,,,,,,,,,,,201,132739,812.01,50.49,5.85,5,829.96,0,NONE,0,0
2026-03-23 13:27,스냅샷,B0164815,,,,31.65,50.3899,0.4778,0.718,0.9521,0.1858,,267,,,,,,,,,,,,,,,,,,,,,,,201,132740,811.99,50.51,5.86,3,829.96,0,NONE,0,0
2026-03-23 13:27,스냅샷,B0164815,,,,31.58,50.323,0.4779,0.7179,0.9519,0.1855,,267,,,,,,,,,,,,,,,,,,,,,,,201,132741,811.85,50.65,5.87,6,829.96,0,NONE,0,0
2026-03-23 13:27,스냅샷,B0164815,,,,31.58,50.3278,0.4779,0.7179,0.952,0.1855,,267,,,,,,,,,,,,,,,,,,,,,,,201,132742,811.86,50.64,5.87,5,829.96,0,NONE,0,0
2026-03-23 13:27,스냅샷,B0164815,,,,31.59,50.3325,0.4779,0.7179,0.952,0.1856,,267,,,,,,,,,,,,,,,,,,,,,,,201,132743,811.87,50.63,5.87,4,829.96,0,NONE,0,0
2026-03-23 13:27,스냅샷,B0164815,,,,31.6,50.3421,0.4779,0.7179,0.952,0.1856,,267,,,,,,,,,,,,,,,,,,,,,,,201,132744,811.89,50.61,5.87,4,829.96,0,NONE,0,0
2026-03-23 13:27,스냅샷,B0164815,,,,31.64,50.3803,0.4778,0.718,0.9521,0.1858,,267,,,,,,,,,,,,,,,,,,,,,,,201,132745,811.97,50.53,5.86,5,829.96,0,NONE,0,0
2026-03-23 13:27,스냅샷,B0164815,,,,31.68,50.4233,0.4778,0.718,0.9522,0.1859,,267,,,,,,,,,,,,,,,,,,,,,,,201,132746,812.06,50.44,5.85,3,829.96,0,NONE,0,0
2026-03-23 13:27,스냅샷,B0164815,,,,31.57,50.3182,0.4779,0.7179,0.9519,0.1855,,267,,,,,,,,,,,,,,,,,,,,,,,201,132747,811.84,50.66,5.87,5,829.96,0,NONE,0,0
2026-03-23 13:27,스냅샷,B0164815,,,,31.6,50.3469,0.4779,0.7179,0.952,0.1856,,267,,,,,,,,,,,,,,,,,,,,,,,201,132748,811.9,50.6,5.87,6,829.96,0,NONE,0,0
2026-03-23 13:27,스냅샷,B0164815,,,,31.52,50.2704,0.478,0.7178,0.9518,0.1853,,267,,,,,,,,,,,,,,,,,,,,,,,201,132749,811.74,50.76,5.89,2,829.96,0,NONE,0,0
2026-03-23 13:27,스냅샷,B0164815,,,,31.62,50.3612,0.4778,0.7179,0.9521,0.1857,,267,,,,,,,,,,,,,,,,,,,,,,,201,132750,811.93,50.57,5.86,2,829.96,0,NONE,0,0
2026-03-23 13:27,스냅샷,B0164815,,,,31.63,50.3708,0.4778,0.7179,0.9521,0.1857,,267,,,,,,,,,,,,,,,,,,,,,,,201,132751,811.95,50.55,5.86,3,829.96,0,NONE,0,0
2026-03-23 13:27,스냅샷,B0164815,,,,31.6,50.3469,0.4779,0.7179,0.952,0.1856,,267,,,,,,,,,,,,,,,,,,,,,,,201,132752,811.9,50.6,5.87,4,829.96,0,NONE,0,0
2026-03-23 13:27,스냅샷,B0164815,,,,31.56,50.3039,0.4779,0.7178,0.9519,0.1854,,267,,,,,,,,,,,,,,,,,,,,,,,201,132753,811.81,50.69,5.88,4,829.96,0,NONE,0,0
2026-03-23 13:27,스냅샷,B0164815,,,,31.47,50.2226,0.478,0.7177,0.9517,0.1851,,267,,,,,,,,,,,,,,,,,,,,,,,201,132754,811.64,50.86,5.9,3,829.96,0,NONE,0,0
2026-03-23 13:27,스냅샷,B0164815,,,,31.59,50.3373,0.4779,0.7179,0.952,0.1856,,267,,,,,,,,,,,,,,,,,,,,,,,201,132755,811.88,50.62,5.87,4,829.96,0,NONE,0,0
2026-03-23 13:27,스냅샷,B0164815,,,,31.57,50.3182,0.4779,0.7179,0.9519,0.1855,,267,,,,,,,,,,,,,,,,,,,,,,,201,132756,811.84,50.66,5.87,3,829.96,0,NONE,0,0
2026-03-23 13:27,스냅샷,B0164815,,,,31.49,50.2417,0.478,0.7177,0.9517,0.1852,,267,,,,,,,,,,,,,,,,,,,,,,,201,132757,811.68,50.82,5.89,4,829.96,0,NONE,0,0
2026-03-23 13:27,스냅샷,B0164815,,,,31.55,50.2943,0.4779,0.7178,0.9519,0.1854,,267,,,,,,,,,,,,,,,,,,,,,,,201,132758,811.79,50.71,5.88,3,829.96,0,NONE,0,0
2026-03-23 13:27,스냅샷,B0164815,,,,31.54,50.2848,0.4779,0.7178,0.9518,0.1854,,267,,,,,,,,,,,,,,,,,,,,,,,201,132759,811.77,50.73,5.88,1,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.62,50.3612,0.4778,0.7179,0.9521,0.1857,,267,,,,,,,,,,,,,,,,,,,,,,,201,132800,811.93,50.57,5.86,6,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.52,50.2704,0.478,0.7178,0.9518,0.1853,,267,,,,,,,,,,,,,,,,,,,,,,,201,132801,811.74,50.76,5.89,2,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.54,50.2895,0.4779,0.7178,0.9519,0.1854,,267,,,,,,,,,,,,,,,,,,,,,,,201,132802,811.78,50.72,5.88,3,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.64,50.3803,0.4778,0.718,0.9521,0.1858,,267,,,,,,,,,,,,,,,,,,,,,,,201,132803,811.97,50.53,5.86,2,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.49,50.237,0.478,0.7177,0.9517,0.1852,,267,,,,,,,,,,,,,,,,,,,,,,,201,132804,811.67,50.83,5.89,2,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.55,50.2991,0.4779,0.7178,0.9519,0.1854,,267,,,,,,,,,,,,,,,,,,,,,,,201,132805,811.8,50.7,5.88,3,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.47,50.2226,0.478,0.7177,0.9517,0.1851,,267,43.25,2,43.35,2,43.45,2,43.55,3,43.65,2,36.9,2,36.75,2,36.6,2,36.5,6,36.45,2,30,120,201,132806,811.64,50.86,5.9,3,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.51,50.2561,0.478,0.7177,0.9518,0.1853,,267,43.25,2,43.35,2,43.45,2,43.55,3,43.65,2,36.9,2,36.75,2,36.6,2,36.5,6,36.45,2,30,120,201,132807,811.71,50.79,5.89,2,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.53,50.28,0.4779,0.7178,0.9518,0.1854,,267,43.2,1,43.25,2,43.35,2,43.45,2,43.55,3,36.95,1,36.9,2,36.75,2,36.6,2,36.5,6,31,121,201,132808,811.76,50.74,5.88,4,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.52,50.2704,0.478,0.7178,0.9518,0.1853,,267,43.2,1,43.25,2,43.35,2,43.45,2,43.55,3,36.95,1,36.9,2,36.75,2,36.6,2,36.5,6,31,121,201,132809,811.74,50.76,5.89,4,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.46,50.2131,0.478,0.7177,0.9516,0.1851,,267,43.2,1,43.25,2,43.35,2,43.45,2,43.55,3,36.95,1,36.9,2,36.75,2,36.6,2,36.5,6,31,121,201,132810,811.62,50.88,5.9,3,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.52,50.2656,0.478,0.7178,0.9518,0.1853,,267,43.2,1,43.25,2,43.35,2,43.45,2,43.55,3,36.95,1,36.9,2,36.75,2,36.6,2,36.5,6,31,121,201,132811,811.73,50.77,5.89,1,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.62,50.3612,0.4778,0.7179,0.9521,0.1857,,267,43.2,1,43.25,2,43.35,2,43.45,2,43.55,3,36.95,1,36.9,2,36.75,2,36.6,2,36.5,6,31,121,201,132812,811.93,50.57,5.86,1,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.63,50.3708,0.4778,0.7179,0.9521,0.1857,,267,43.2,1,43.25,2,43.35,2,43.45,2,43.55,3,36.95,1,36.9,2,36.75,2,36.6,2,36.5,6,31,121,201,132813,811.95,50.55,5.86,1,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.61,50.3564,0.4778,0.7179,0.952,0.1857,,267,43.2,1,43.25,2,43.35,2,43.45,2,43.55,3,36.95,1,36.9,2,36.75,2,36.6,2,36.5,6,31,121,201,132814,811.92,50.58,5.86,1,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.61,50.3564,0.4778,0.7179,0.952,0.1857,,267,43.2,1,43.25,2,43.35,2,43.45,2,43.55,3,36.95,1,36.9,2,36.75,2,36.6,2,36.5,6,31,121,201,132815,811.92,50.58,5.86,3,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.62,50.3612,0.4778,0.7179,0.9521,0.1857,,267,43.2,1,43.25,2,43.35,2,43.45,2,43.55,3,36.95,1,36.9,2,36.75,2,36.6,2,36.5,6,31,121,201,132816,811.93,50.57,5.86,2,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.61,50.3517,0.4778,0.7179,0.952,0.1856,,267,43.2,1,43.25,2,43.35,2,43.45,2,43.55,3,36.95,1,36.9,2,36.75,2,36.6,2,36.5,6,31,121,201,132818,811.91,50.59,5.87,2,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.61,50.3564,0.4778,0.7179,0.952,0.1857,,267,43.2,1,43.25,2,43.35,2,43.45,2,43.55,3,36.95,1,36.9,2,36.75,2,36.6,2,36.5,6,31,121,201,132819,811.92,50.58,5.86,2,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.61,50.3564,0.4778,0.7179,0.952,0.1857,,267,43.2,1,43.25,2,43.35,2,43.45,2,43.55,3,36.95,1,36.9,2,36.75,2,36.6,2,36.5,6,31,121,201,132819,811.92,50.58,5.86,2,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.61,50.3564,0.4778,0.7179,0.952,0.1857,,267,43.2,1,43.25,2,43.35,2,43.45,2,43.55,3,36.95,1,36.9,2,36.75,2,36.6,2,36.5,6,31,121,201,132821,811.92,50.58,5.86,1,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.55,50.2943,0.4779,0.7178,0.9519,0.1854,,267,43.2,1,43.25,2,43.35,2,43.45,2,43.55,3,36.95,1,36.9,2,36.75,2,36.6,2,36.5,6,31,121,201,132822,811.79,50.71,5.88,4,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.54,50.2848,0.4779,0.7178,0.9518,0.1854,,267,43.2,1,43.25,2,43.35,2,43.45,2,43.55,3,36.95,1,36.9,2,36.75,2,36.6,2,36.5,6,31,121,201,132823,811.77,50.73,5.88,2,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.6,50.3469,0.4779,0.7179,0.952,0.1856,,267,43.2,1,43.25,2,43.35,2,43.45,2,43.55,3,36.95,1,36.9,2,36.75,2,36.6,2,36.5,6,31,121,201,132824,811.9,50.6,5.87,2,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.56,50.3087,0.4779,0.7178,0.9519,0.1855,,267,43.2,1,43.25,2,43.35,2,43.45,2,43.55,3,36.95,1,36.9,2,36.75,2,36.6,2,36.5,6,31,121,201,132825,811.82,50.68,5.88,2,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.62,50.3612,0.4778,0.7179,0.9521,0.1857,,267,43.2,1,43.25,2,43.35,2,43.45,2,43.55,3,36.95,1,36.9,2,36.75,2,36.6,2,36.5,6,31,121,201,132826,811.93,50.57,5.86,1,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.54,50.2848,0.4779,0.7178,0.9518,0.1854,,267,43.2,1,43.25,2,43.35,2,43.45,2,43.55,3,36.95,1,36.9,2,36.75,2,36.6,2,36.5,6,31,121,201,132827,811.77,50.73,5.88,2,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.55,50.2943,0.4779,0.7178,0.9519,0.1854,,267,43.2,1,43.25,2,43.35,2,43.45,2,43.55,3,36.95,1,36.9,2,36.75,2,36.6,2,36.5,6,31,121,201,132828,811.79,50.71,5.88,3,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.54,50.2848,0.4779,0.7178,0.9518,0.1854,,267,43.2,1,43.25,2,43.35,2,43.45,2,43.55,3,36.95,1,36.9,2,36.75,2,36.6,2,36.5,6,31,121,201,132829,811.77,50.73,5.88,2,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.49,50.2417,0.478,0.7177,0.9517,0.1852,,267,43.2,1,43.25,2,43.35,2,43.45,2,43.55,3,36.95,1,36.9,2,36.75,2,36.6,2,36.5,6,31,121,201,132830,811.68,50.82,5.89,1,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.53,50.2752,0.478,0.7178,0.9518,0.1853,,267,43.2,1,43.25,2,43.35,2,43.45,2,43.55,3,36.95,1,36.9,2,36.75,2,36.6,2,36.5,6,31,121,201,132831,811.75,50.75,5.88,2,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.61,50.3517,0.4778,0.7179,0.952,0.1856,,267,43.2,1,43.25,2,43.35,2,43.45,2,43.55,3,36.95,1,36.9,2,36.75,2,36.6,2,36.5,6,31,121,201,132832,811.91,50.59,5.87,2,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.52,50.2656,0.478,0.7178,0.9518,0.1853,,267,43.2,1,43.25,2,43.35,2,43.45,2,43.55,3,36.95,1,36.9,2,36.75,2,36.6,2,36.5,6,31,121,201,132833,811.73,50.77,5.89,2,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.61,50.3564,0.4778,0.7179,0.952,0.1857,,267,43.2,1,43.25,2,43.35,2,43.45,2,43.55,3,36.95,1,36.9,2,36.75,2,36.6,2,36.5,6,31,121,201,132834,811.92,50.58,5.86,2,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.55,50.2991,0.4779,0.7178,0.9519,0.1854,,267,43.2,1,43.25,2,43.35,2,43.45,2,43.55,3,36.95,1,36.9,2,36.75,2,36.6,2,36.5,6,31,121,201,132835,811.8,50.7,5.88,4,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.63,50.3708,0.4778,0.7179,0.9521,0.1857,,267,43.2,1,43.25,2,43.35,2,43.45,2,43.55,3,36.95,1,36.9,2,36.75,2,36.6,2,36.5,6,31,121,201,132836,811.95,50.55,5.86,2,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.61,50.3517,0.4778,0.7179,0.952,0.1856,,267,43.2,1,43.25,2,43.35,2,43.45,2,43.55,3,36.95,1,36.9,2,36.75,2,36.6,2,36.5,6,31,121,201,132837,811.91,50.59,5.87,3,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.6,50.3421,0.4779,0.7179,0.952,0.1856,,267,43.2,1,43.25,2,43.35,2,43.45,2,43.55,3,36.95,1,36.9,2,36.75,2,36.6,2,36.5,6,31,121,201,132838,811.89,50.61,5.87,1,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.62,50.3612,0.4778,0.7179,0.9521,0.1857,,267,43.2,1,43.25,2,43.35,2,43.45,2,43.55,3,36.95,1,36.9,2,36.75,2,36.6,2,36.5,6,31,121,201,132839,811.93,50.57,5.86,2,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.63,50.3708,0.4778,0.7179,0.9521,0.1857,,267,43.2,1,43.25,2,43.35,2,43.45,2,43.55,3,36.95,1,36.9,2,36.75,2,36.6,2,36.5,6,31,121,201,132840,811.95,50.55,5.86,4,829.96,0,NONE,0,0
2026-03-23 13:28,스냅샷,B0164815,,,,31.63,50.3756,0.4778,0.718,0.9521,0.1857,,267,43.2,1,43.25,2,43.35,2,43.45,2,43.55,3,36.95,1,36.9,2,36.75,2,36.6,2,36.5,6,31,121,201,132841,811.96,50.54,5.86,2,829.96,0,NONE,0,0
