step,timestamp,index_price,option_mid,option_delta,market_bid,market_ask,market_spread,cash,inventory,net_delta,reservation_price,lp_bid,lp_ask,lp_spread,pnl,time_remaining,total_trades,total_bought,total_sold,hedge_position,total_hedges,bid_inside_market,ask_inside_market
19,19.0,1131.94,45.375,0.3985,45.25,45.5,0.25,0.0,0,0.0,45.375,45.25,45.5,0.25,0.0,0.9991203703703704,0,0,0,0,0,True,True
20,20.0,1132.25,45.35,0.3983,45.2,45.5,0.29999999999999716,0.0,0,0.0,45.35,45.2,45.5,0.29999999999999716,0.0,0.9990740740740741,0,0,0,0,0,True,True
21,21.0,1132.25,45.35,0.3986,45.2,45.5,0.29999999999999716,0.0,0,0.0,45.35,45.2,45.5,0.29999999999999716,0.0,0.9990277777777777,0,0,0,0,0,True,True
22,22.0,1132.25,45.35,0.3986,45.2,45.5,0.29999999999999716,0.0,0,0.0,45.35,45.2,45.5,0.29999999999999716,0.0,0.9989814814814815,0,0,0,0,0,True,True
23,23.0,1132.25,45.275,0.3986,45.15,45.4,0.25,0.0,0,0.0,45.275,45.1,45.400000000000006,0.30000000000000426,0.0,0.9989351851851852,0,0,0,0,0,False,False
24,24.0,1132.25,45.3,0.3985,45.15,45.45,0.30000000000000426,0.0,0,0.0,45.3,45.1,45.45,0.3500000000000014,0.0,0.9988888888888889,0,0,0,0,0,False,True
25,25.0,1132.25,45.3,0.3985,45.15,45.45,0.30000000000000426,0.0,0,0.0,45.3,45.1,45.45,0.3500000000000014,0.0,0.9988425925925926,0,0,0,0,0,False,True
26,26.0,1132.25,45.25,0.3985,45.1,45.4,0.29999999999999716,0.0,0,0.0,45.25,45.1,45.400000000000006,0.30000000000000426,0.0,0.9987962962962963,0,0,0,0,0,True,False
27,27.0,1132.25,45.275,0.3986,45.15,45.4,0.25,0.0,0,0.0,45.275,45.1,45.400000000000006,0.30000000000000426,0.0,0.99875,0,0,0,0,0,False,False
28,28.0,1132.25,45.275,0.3986,45.15,45.4,0.25,0.0,0,0.0,45.275,45.1,45.400000000000006,0.30000000000000426,0.0,0.9987037037037036,0,0,0,0,0,False,False
29,29.0,1132.25,45.325,0.3985,45.2,45.45,0.25,0.0,0,0.0,45.325,45.2,45.45,0.25,0.0,0.9986574074074074,0,0,0,0,0,True,True
30,30.0,1132.12,45.275,0.3984,45.15,45.4,0.25,0.0,0,0.0,45.275,45.1,45.400000000000006,0.30000000000000426,0.0,0.9986111111111111,0,0,0,0,0,False,False
31,31.0,1132.12,45.275,0.3985,45.15,45.4,0.25,0.0,0,0.0,45.275,45.1,45.400000000000006,0.30000000000000426,0.0,0.9985648148148148,0,0,0,0,0,False,False
32,32.0,1132.12,45.25,0.3985,45.1,45.4,0.29999999999999716,0.0,0,0.0,45.25,45.1,45.400000000000006,0.30000000000000426,0.0,0.9985185185185185,0,0,0,0,0,True,False
33,33.0,1132.12,45.125,0.3986,45.0,45.25,0.25,0.0,0,0.0,45.125,45.0,45.25,0.25,0.0,0.9984722222222222,0,0,0,0,0,True,True
34,34.0,1132.12,45.175,0.3988,45.05,45.3,0.25,0.0,0,0.0,45.175,45.0,45.300000000000004,0.30000000000000426,0.0,0.9984259259259259,0,0,0,0,0,False,False
35,35.0,1132.12,45.175,0.3989,45.05,45.3,0.25,0.0,0,0.0,45.175,45.0,45.300000000000004,0.30000000000000426,0.0,0.9983796296296297,0,0,0,0,0,False,False
36,36.0,1132.12,45.175,0.3988,45.05,45.3,0.25,0.0,0,0.0,45.175,45.0,45.300000000000004,0.30000000000000426,0.0,0.9983333333333333,0,0,0,0,0,False,False
37,37.0,1132.12,45.15,0.3988,45.0,45.3,0.29999999999999716,0.0,0,0.0,45.15,45.0,45.300000000000004,0.30000000000000426,0.0,0.998287037037037,0,0,0,0,0,True,False
38,38.0,1132.12,45.2,0.399,45.05,45.35,0.30000000000000426,0.0,0,0.0,45.2,45.0,45.400000000000006,0.4000000000000057,0.0,0.9982407407407408,0,0,0,0,0,False,False
39,39.0,1132.12,45.2,0.3989,45.05,45.35,0.30000000000000426,0.0,0,0.0,45.2,45.0,45.400000000000006,0.4000000000000057,0.0,0.9981944444444445,0,0,0,0,0,False,False
40,40.0,1132.16,45.175,0.3988,45.05,45.3,0.25,0.0,0,0.0,45.175,45.0,45.300000000000004,0.30000000000000426,0.0,0.9981481481481481,0,0,0,0,0,False,False
41,41.0,1132.16,45.05,0.3987,44.9,45.2,0.30000000000000426,0.0,0,0.0,45.05,44.85,45.2,0.3500000000000014,0.0,0.9981018518518519,0,0,0,0,0,False,True
42,42.0,1132.16,45.05,0.399,44.9,45.2,0.30000000000000426,0.0,0,0.0,45.05,44.85,45.2,0.3500000000000014,0.0,0.9980555555555556,0,0,0,0,0,False,True
43,43.0,1132.16,45.05,0.3992,44.9,45.2,0.30000000000000426,0.0,0,0.0,45.05,44.85,45.2,0.3500000000000014,0.0,0.9980092592592592,0,0,0,0,0,False,True
44,44.0,1132.16,45.0,0.399,44.85,45.15,0.29999999999999716,0.0,0,0.0,45.0,44.85,45.150000000000006,0.30000000000000426,0.0,0.9979629629629629,0,0,0,0,0,True,False
45,45.0,1132.16,44.975,0.3989,44.85,45.1,0.25,0.0,0,0.0,44.975,44.85,45.1,0.25,0.0,0.9979166666666667,0,0,0,0,0,True,True
46,46.0,1132.16,45.0,0.3991,44.85,45.15,0.29999999999999716,0.0,0,0.0,45.0,44.85,45.150000000000006,0.30000000000000426,0.0,0.9978703703703704,0,0,0,0,0,True,False
47,47.0,1132.16,44.975,0.399,44.85,45.1,0.25,0.0,0,0.0,44.975,44.85,45.1,0.25,0.0,0.997824074074074,0,0,0,0,0,True,True
48,48.0,1132.16,44.975,0.3991,44.85,45.1,0.25,0.0,0,0.0,44.975,44.85,45.1,0.25,0.0,0.9977777777777778,0,0,0,0,0,True,True
49,49.0,1132.16,45.025,0.3991,44.9,45.15,0.25,0.0,0,0.0,45.025,44.85,45.150000000000006,0.30000000000000426,0.0,0.9977314814814815,0,0,0,0,0,False,False
50,50.0,1132.03,44.975,0.399,44.85,45.1,0.25,0.0,0,0.0,44.975,44.85,45.1,0.25,0.0,0.9976851851851852,0,0,0,0,0,True,True
51,51.0,1132.03,44.95,0.3993,44.8,45.1,0.30000000000000426,0.0,0,0.0,44.95,44.75,45.150000000000006,0.4000000000000057,0.0,0.9976388888888889,0,0,0,0,0,False,False
52,52.0,1132.03,44.975,0.3992,44.85,45.1,0.25,0.0,0,0.0,44.975,44.85,45.1,0.25,0.0,0.9975925925925926,0,0,0,0,0,True,True
53,53.0,1132.03,44.975,0.3992,44.85,45.1,0.25,0.0,0,0.0,44.975,44.85,45.1,0.25,0.0,0.9975462962962963,0,0,0,0,0,True,True
54,54.0,1132.03,44.975,0.3993,44.85,45.1,0.25,0.0,0,0.0,44.975,44.85,45.1,0.25,0.0,0.9975,0,0,0,0,0,True,True
55,55.0,1132.03,44.975,0.3993,44.85,45.1,0.25,0.0,0,0.0,44.975,44.85,45.1,0.25,0.0,0.9974537037037037,0,0,0,0,0,True,True
56,56.0,1132.03,44.975,0.3992,44.85,45.1,0.25,0.0,0,0.0,44.975,44.85,45.1,0.25,0.0,0.9974074074074074,0,0,0,0,0,True,True
57,57.0,1132.03,45.025,0.3994,44.9,45.15,0.25,0.0,0,0.0,45.025,44.85,45.150000000000006,0.30000000000000426,0.0,0.9973611111111111,0,0,0,0,0,False,False
58,58.0,1132.03,45.05,0.3992,44.9,45.2,0.30000000000000426,0.0,0,0.0,45.05,44.85,45.2,0.3500000000000014,0.0,0.9973148148148148,0,0,0,0,0,False,True
59,59.0,1132.03,45.05,0.3991,44.9,45.2,0.30000000000000426,0.0,0,0.0,45.05,44.85,45.2,0.3500000000000014,0.0,0.9972685185185185,0,0,0,0,0,False,True
60,60.0,1132.08,45.05,0.3991,44.9,45.2,0.30000000000000426,0.0,0,0.0,45.05,44.85,45.2,0.3500000000000014,0.0,0.9972222222222222,0,0,0,0,0,False,True
61,61.0,1132.08,45.0,0.3992,44.85,45.15,0.29999999999999716,0.0,0,0.0,45.0,44.85,45.150000000000006,0.30000000000000426,0.0,0.997175925925926,0,0,0,0,0,True,False
62,62.0,1132.08,45.025,0.3993,44.9,45.15,0.25,0.0,0,0.0,45.025,44.85,45.150000000000006,0.30000000000000426,0.0,0.9971296296296296,0,0,0,0,0,False,False
63,63.0,1132.08,45.05,0.3993,44.9,45.2,0.30000000000000426,0.0,0,0.0,45.05,44.85,45.2,0.3500000000000014,0.0,0.9970833333333333,0,0,0,0,0,False,True
64,64.0,1132.08,44.975,0.3992,44.85,45.1,0.25,0.0,0,0.0,44.975,44.85,45.1,0.25,0.0,0.997037037037037,0,0,0,0,0,True,True
65,65.0,1132.08,44.975,0.3992,44.85,45.1,0.25,0.0,0,0.0,44.975,44.85,45.1,0.25,0.0,0.9969907407407408,0,0,0,0,0,True,True
66,66.0,1132.08,44.975,0.3992,44.85,45.1,0.25,0.0,0,0.0,44.975,44.85,45.1,0.25,0.0,0.9969444444444444,0,0,0,0,0,True,True
67,67.0,1132.08,44.975,0.3994,44.85,45.1,0.25,0.0,0,0.0,44.975,44.85,45.1,0.25,0.0,0.9968981481481481,0,0,0,0,0,True,True
68,68.0,1132.08,45.025,0.3992,44.9,45.15,0.25,45.1,-1,-0.3992,45.028326666666665,44.900000000000006,45.2,0.29999999999999716,0.07500000000000284,0.9968518518518519,1,0,1,0,0,True,False
69,69.0,1132.08,45.025,0.399,44.9,45.15,0.25,45.1,-1,-0.399,45.028324999999995,44.900000000000006,45.2,0.29999999999999716,0.07500000000000284,0.9968055555555555,1,0,1,0,0,True,False
70,70.0,1131.61,45.025,0.3992,44.9,45.15,0.25,45.1,-1,-0.3992,45.028326666666665,44.900000000000006,45.2,0.29999999999999716,0.07500000000000284,0.9967592592592592,1,0,1,0,0,True,False
71,71.0,1131.61,45.025,0.399,44.9,45.15,0.25,45.1,-1,-0.399,45.028324999999995,44.900000000000006,45.2,0.29999999999999716,0.07500000000000284,0.996712962962963,1,0,1,0,0,True,False
72,72.0,1131.61,45.025,0.3992,44.9,45.15,0.25,45.1,-1,-0.3992,45.028326666666665,44.900000000000006,45.2,0.29999999999999716,0.07500000000000284,0.9966666666666667,1,0,1,0,0,True,False
73,73.0,1131.61,45.025,0.3989,44.9,45.15,0.25,45.1,-1,-0.3989,45.028324166666664,44.900000000000006,45.2,0.29999999999999716,0.07500000000000284,0.9966203703703703,1,0,1,0,0,True,False
74,74.0,1131.61,45.075,0.3991,44.95,45.2,0.25,45.1,-1,-0.3991,45.07832583333334,44.95,45.25,0.29999999999999716,0.02499999999999858,0.9965740740740741,1,0,1,0,0,True,False
75,75.0,1131.61,45.1,0.399,44.95,45.25,0.29999999999999716,45.1,-1,-0.399,45.103325,44.95,45.300000000000004,0.3500000000000014,0.0,0.9965277777777778,1,0,1,0,0,True,False
76,76.0,1131.61,45.075,0.399,44.95,45.2,0.25,45.1,-1,-0.399,45.078325,44.95,45.25,0.29999999999999716,0.02499999999999858,0.9964814814814815,1,0,1,0,0,True,False
77,77.0,1131.61,45.075,0.3991,44.95,45.2,0.25,45.1,-1,-0.3991,45.07832583333334,44.95,45.25,0.29999999999999716,0.02499999999999858,0.9964351851851851,1,0,1,0,0,True,False
78,78.0,1131.61,45.125,0.3991,45.0,45.25,0.25,45.1,-1,-0.3991,45.128325833333335,45.0,45.300000000000004,0.30000000000000426,-0.02499999999999858,0.9963888888888889,1,0,1,0,0,True,False
79,79.0,1131.61,45.175,0.399,45.05,45.3,0.25,45.1,-1,-0.399,45.178324999999994,45.050000000000004,45.35,0.29999999999999716,-0.07499999999999574,0.9963425925925926,1,0,1,0,0,True,False
80,80.0,1131.73,45.175,0.3991,45.05,45.3,0.25,45.1,-1,-0.3991,45.17832583333333,45.050000000000004,45.35,0.29999999999999716,-0.07499999999999574,0.9962962962962963,1,0,1,0,0,True,False
81,81.0,1131.73,45.2,0.3989,45.05,45.35,0.30000000000000426,45.1,-1,-0.3989,45.20332416666667,45.050000000000004,45.400000000000006,0.3500000000000014,-0.10000000000000142,0.99625,1,0,1,0,0,True,False
82,82.0,1131.73,45.2,0.3989,45.05,45.35,0.30000000000000426,45.1,-1,-0.3989,45.20332416666667,45.050000000000004,45.400000000000006,0.3500000000000014,-0.10000000000000142,0.9962037037037037,1,0,1,0,0,True,False
83,83.0,1131.73,45.125,0.3991,45.0,45.25,0.25,45.1,-1,-0.3991,45.128325833333335,45.0,45.300000000000004,0.30000000000000426,-0.02499999999999858,0.9961574074074074,1,0,1,0,0,True,False
84,84.0,1131.73,45.125,0.3991,45.0,45.25,0.25,45.1,-1,-0.3991,45.128325833333335,45.0,45.300000000000004,0.30000000000000426,-0.02499999999999858,0.9961111111111111,1,0,1,0,0,True,False
85,85.0,1131.73,45.1,0.3989,44.95,45.25,0.29999999999999716,45.1,-1,-0.3989,45.10332416666667,44.95,45.300000000000004,0.3500000000000014,0.0,0.9960648148148148,1,0,1,0,0,True,False
86,86.0,1131.73,45.125,0.3992,45.0,45.25,0.25,45.1,-1,-0.3992,45.128326666666666,45.0,45.300000000000004,0.30000000000000426,-0.02499999999999858,0.9960185185185185,1,0,1,0,0,True,False
87,87.0,1131.73,45.125,0.3991,45.0,45.25,0.25,45.1,-1,-0.3991,45.128325833333335,45.0,45.300000000000004,0.30000000000000426,-0.02499999999999858,0.9959722222222223,1,0,1,0,0,True,False
88,88.0,1131.73,45.075,0.399,44.95,45.2,0.25,45.1,-1,-0.399,45.078325,44.95,45.25,0.29999999999999716,0.02499999999999858,0.9959259259259259,1,0,1,0,0,True,False
89,89.0,1131.73,45.075,0.3989,44.95,45.2,0.25,45.1,-1,-0.3989,45.07832416666667,44.95,45.25,0.29999999999999716,0.02499999999999858,0.9958796296296296,1,0,1,0,0,True,False
90,90.0,1131.77,45.075,0.3991,44.95,45.2,0.25,45.1,-1,-0.3991,45.07832583333334,44.95,45.25,0.29999999999999716,0.02499999999999858,0.9958333333333333,1,0,1,0,0,True,False
91,91.0,1131.77,45.05,0.3989,44.9,45.2,0.30000000000000426,45.1,-1,-0.3989,45.05332416666666,44.900000000000006,45.25,0.3499999999999943,0.05000000000000426,0.9957870370370371,1,0,1,0,0,True,False
92,92.0,1131.77,45.025,0.3987,44.9,45.15,0.25,45.1,-1,-0.3987,45.0283225,44.900000000000006,45.2,0.29999999999999716,0.07500000000000284,0.9957407407407407,1,0,1,0,0,True,False
93,93.0,1131.77,44.975,0.3987,44.85,45.1,0.25,45.1,-1,-0.3987,44.978322500000004,44.85,45.150000000000006,0.30000000000000426,0.125,0.9956944444444444,1,0,1,0,0,True,False
94,94.0,1131.77,44.95,0.399,44.8,45.1,0.30000000000000426,45.1,-1,-0.399,44.953325,44.800000000000004,45.150000000000006,0.3500000000000014,0.14999999999999858,0.9956481481481482,1,0,1,0,0,True,False
95,95.0,1131.77,45.025,0.399,44.9,45.15,0.25,45.1,-1,-0.399,45.028324999999995,44.900000000000006,45.2,0.29999999999999716,0.07500000000000284,0.9956018518518519,1,0,1,0,0,True,False
96,96.0,1131.77,45.025,0.3989,44.9,45.15,0.25,45.1,-1,-0.3989,45.028324166666664,44.900000000000006,45.2,0.29999999999999716,0.07500000000000284,0.9955555555555555,1,0,1,0,0,True,False
97,97.0,1131.77,45.0,0.3989,44.85,45.15,0.29999999999999716,45.1,-1,-0.3989,45.003324166666665,44.85,45.2,0.3500000000000014,0.10000000000000142,0.9955092592592593,1,0,1,0,0,True,False
98,98.0,1131.77,45.025,0.3989,44.9,45.15,0.25,45.1,-1,-0.3989,45.028324166666664,44.900000000000006,45.2,0.29999999999999716,0.07500000000000284,0.995462962962963,1,0,1,0,0,True,False
99,99.0,1131.77,45.05,0.3989,44.9,45.2,0.30000000000000426,45.1,-1,-0.3989,45.05332416666666,44.900000000000006,45.25,0.3499999999999943,0.05000000000000426,0.9954166666666666,1,0,1,0,0,True,False
100,100.0,1131.83,44.975,0.399,44.85,45.1,0.25,45.1,-1,-0.399,44.978325,44.85,45.150000000000006,0.30000000000000426,0.125,0.9953703703703703,1,0,1,0,0,True,False
101,101.0,1131.83,45.0,0.3989,44.85,45.15,0.29999999999999716,45.1,-1,-0.3989,45.003324166666665,44.85,45.2,0.3500000000000014,0.10000000000000142,0.9953240740740741,1,0,1,0,0,True,False
102,102.0,1131.83,45.025,0.3989,44.9,45.15,0.25,45.1,-1,-0.3989,45.028324166666664,44.900000000000006,45.2,0.29999999999999716,0.07500000000000284,0.9952777777777778,1,0,1,0,0,True,False
103,103.0,1131.83,45.025,0.3991,44.9,45.15,0.25,0.19999999999999574,0,0.0,45.025,44.85,45.150000000000006,0.30000000000000426,0.19999999999999574,0.9952314814814814,2,1,1,0,0,False,False
104,104.0,1131.83,45.025,0.399,44.9,45.15,0.25,0.19999999999999574,0,0.0,45.025,44.85,45.150000000000006,0.30000000000000426,0.19999999999999574,0.9951851851851852,2,1,1,0,0,False,False
105,105.0,1131.83,45.025,0.3989,44.9,45.15,0.25,0.19999999999999574,0,0.0,45.025,44.85,45.150000000000006,0.30000000000000426,0.19999999999999574,0.9951388888888889,2,1,1,0,0,False,False
106,106.0,1131.83,45.025,0.3991,44.9,45.15,0.25,0.19999999999999574,0,0.0,45.025,44.85,45.150000000000006,0.30000000000000426,0.19999999999999574,0.9950925925925926,2,1,1,0,0,False,False
107,107.0,1131.83,45.075,0.399,44.95,45.2,0.25,0.19999999999999574,0,0.0,45.075,44.95,45.2,0.25,0.19999999999999574,0.9950462962962963,2,1,1,0,0,True,True
108,108.0,1131.83,45.075,0.3989,44.95,45.2,0.25,0.19999999999999574,0,0.0,45.075,44.95,45.2,0.25,0.19999999999999574,0.995,2,1,1,0,0,True,True
109,109.0,1131.83,45.025,0.399,44.9,45.15,0.25,0.19999999999999574,0,0.0,45.025,44.85,45.150000000000006,0.30000000000000426,0.19999999999999574,0.9949537037037037,2,1,1,0,0,False,False
110,110.0,1131.7,44.975,0.399,44.85,45.1,0.25,0.19999999999999574,0,0.0,44.975,44.85,45.1,0.25,0.19999999999999574,0.9949074074074075,2,1,1,0,0,True,True
111,111.0,1131.7,44.9,0.3989,44.75,45.05,0.29999999999999716,0.19999999999999574,0,0.0,44.9,44.75,45.050000000000004,0.30000000000000426,0.19999999999999574,0.9948611111111111,2,1,1,0,0,True,False
112,112.0,1131.7,44.85,0.3991,44.7,45.0,0.29999999999999716,0.19999999999999574,0,0.0,44.85,44.7,45.0,0.29999999999999716,0.19999999999999574,0.9948148148148148,2,1,1,0,0,True,True
113,113.0,1131.7,44.875,0.3989,44.75,45.0,0.25,0.19999999999999574,0,0.0,44.875,44.75,45.0,0.25,0.19999999999999574,0.9947685185185186,2,1,1,0,0,True,True
114,114.0,1131.7,44.875,0.3992,44.75,45.0,0.25,0.19999999999999574,0,0.0,44.875,44.75,45.0,0.25,0.19999999999999574,0.9947222222222222,2,1,1,0,0,True,True
115,115.0,1131.7,44.9,0.399,44.75,45.05,0.29999999999999716,0.19999999999999574,0,0.0,44.9,44.75,45.050000000000004,0.30000000000000426,0.19999999999999574,0.9946759259259259,2,1,1,0,0,True,False
116,116.0,1131.7,44.95,0.3989,44.8,45.1,0.30000000000000426,0.19999999999999574,0,0.0,44.95,44.75,45.150000000000006,0.4000000000000057,0.19999999999999574,0.9946296296296296,2,1,1,0,0,False,False
117,117.0,1131.7,44.925,0.3989,44.8,45.05,0.25,0.19999999999999574,0,0.0,44.925,44.75,45.050000000000004,0.30000000000000426,0.19999999999999574,0.9945833333333334,2,1,1,0,0,False,False
118,118.0,1131.7,44.875,0.3989,44.75,45.0,0.25,0.19999999999999574,0,0.0,44.875,44.75,45.0,0.25,0.19999999999999574,0.994537037037037,2,1,1,0,0,True,True
119,119.0,1131.7,44.875,0.3989,44.75,45.0,0.25,0.19999999999999574,0,0.0,44.875,44.75,45.0,0.25,0.19999999999999574,0.9944907407407407,2,1,1,0,0,True,True
120,120.0,1131.53,44.975,0.3989,44.85,45.1,0.25,0.19999999999999574,0,0.0,44.975,44.85,45.1,0.25,0.19999999999999574,0.9944444444444445,2,1,1,0,0,True,True
121,121.0,1131.53,44.925,0.399,44.8,45.05,0.25,0.19999999999999574,0,0.0,44.925,44.75,45.050000000000004,0.30000000000000426,0.19999999999999574,0.9943981481481482,2,1,1,0,0,False,False
122,122.0,1131.53,44.975,0.3991,44.85,45.1,0.25,0.19999999999999574,0,0.0,44.975,44.85,45.1,0.25,0.19999999999999574,0.9943518518518518,2,1,1,0,0,True,True
123,123.0,1131.53,45.0,0.399,44.85,45.15,0.29999999999999716,0.19999999999999574,0,0.0,45.0,44.85,45.150000000000006,0.30000000000000426,0.19999999999999574,0.9943055555555556,2,1,1,0,0,True,False
124,124.0,1131.53,45.05,0.399,44.9,45.2,0.30000000000000426,0.19999999999999574,0,0.0,45.05,44.85,45.2,0.3500000000000014,0.19999999999999574,0.9942592592592593,2,1,1,0,0,False,True
125,125.0,1131.53,45.05,0.399,44.9,45.2,0.30000000000000426,0.19999999999999574,0,0.0,45.05,44.85,45.2,0.3500000000000014,0.19999999999999574,0.9942129629629629,2,1,1,0,0,False,True
126,126.0,1131.53,45.025,0.3991,44.9,45.15,0.25,0.19999999999999574,0,0.0,45.025,44.85,45.150000000000006,0.30000000000000426,0.19999999999999574,0.9941666666666666,2,1,1,0,0,False,False
127,127.0,1131.53,45.025,0.399,44.9,45.15,0.25,0.19999999999999574,0,0.0,45.025,44.85,45.150000000000006,0.30000000000000426,0.19999999999999574,0.9941203703703704,2,1,1,0,0,False,False
128,128.0,1131.53,45.025,0.399,44.9,45.15,0.25,0.19999999999999574,0,0.0,45.025,44.85,45.150000000000006,0.30000000000000426,0.19999999999999574,0.9940740740740741,2,1,1,0,0,False,False
129,129.0,1131.53,45.025,0.3993,44.9,45.15,0.25,0.19999999999999574,0,0.0,45.025,44.85,45.150000000000006,0.30000000000000426,0.19999999999999574,0.9940277777777777,2,1,1,0,0,False,False
130,130.0,1131.56,45.0,0.3993,44.85,45.15,0.29999999999999716,0.19999999999999574,0,0.0,45.0,44.85,45.150000000000006,0.30000000000000426,0.19999999999999574,0.9939814814814815,2,1,1,0,0,True,False
131,131.0,1131.56,45.0,0.3991,44.85,45.15,0.29999999999999716,0.19999999999999574,0,0.0,45.0,44.85,45.150000000000006,0.30000000000000426,0.19999999999999574,0.9939351851851852,2,1,1,0,0,True,False
132,132.0,1131.56,45.0,0.399,44.85,45.15,0.29999999999999716,0.19999999999999574,0,0.0,45.0,44.85,45.150000000000006,0.30000000000000426,0.19999999999999574,0.9938888888888889,2,1,1,0,0,True,False
133,133.0,1131.56,45.0,0.399,44.85,45.15,0.29999999999999716,0.19999999999999574,0,0.0,45.0,44.85,45.150000000000006,0.30000000000000426,0.19999999999999574,0.9938425925925926,2,1,1,0,0,True,False
134,134.0,1131.56,44.925,0.399,44.8,45.05,0.25,0.19999999999999574,0,0.0,44.925,44.75,45.050000000000004,0.30000000000000426,0.19999999999999574,0.9937962962962963,2,1,1,0,0,False,False
135,135.0,1131.56,44.975,0.399,44.85,45.1,0.25,45.25,-1,-0.399,44.978325,44.85,45.150000000000006,0.30000000000000426,0.2749999999999986,0.99375,3,1,2,0,0,True,False
136,136.0,1131.56,44.975,0.3991,44.85,45.1,0.25,45.25,-1,-0.3991,44.97832583333334,44.85,45.150000000000006,0.30000000000000426,0.2749999999999986,0.9937037037037038,3,1,2,0,0,True,False
137,137.0,1131.56,44.95,0.399,44.8,45.1,0.30000000000000426,45.25,-1,-0.399,44.953325,44.800000000000004,45.150000000000006,0.3500000000000014,0.29999999999999716,0.9936574074074074,3,1,2,0,0,True,False
138,138.0,1131.56,45.075,0.3992,44.95,45.2,0.25,45.25,-1,-0.3992,45.07832666666667,44.95,45.25,0.29999999999999716,0.17499999999999716,0.9936111111111111,3,1,2,0,0,True,False
139,139.0,1131.56,45.075,0.399,44.95,45.2,0.25,45.25,-1,-0.399,45.078325,44.95,45.25,0.29999999999999716,0.17499999999999716,0.9935648148148148,3,1,2,0,0,True,False
