step,timestamp,index_price,option_mid,option_delta,market_bid,market_ask,market_spread,cash,inventory,net_delta,reservation_price,lp_bid,lp_ask,lp_spread,pnl,time_remaining,total_trades,total_bought,total_sold,hedge_position,total_hedges,bid_inside_market,ask_inside_market
140,140.0,1131.52,45.125,0.399,45.0,45.25,0.25,45.25,-1,-0.399,45.128325,45.0,45.300000000000004,0.30000000000000426,0.125,0.9935185185185185,3,1,2,0,0,True,False
141,141.0,1131.52,45.125,0.3989,45.0,45.25,0.25,45.25,-1,-0.3989,45.128324166666665,45.0,45.300000000000004,0.30000000000000426,0.125,0.9934722222222222,3,1,2,0,0,True,False
142,142.0,1131.52,45.075,0.3991,44.95,45.2,0.25,45.25,-1,-0.3991,45.07832583333334,44.95,45.25,0.29999999999999716,0.17499999999999716,0.9934259259259259,3,1,2,0,0,True,False
143,143.0,1131.52,45.075,0.3989,44.95,45.2,0.25,45.25,-1,-0.3989,45.07832416666667,44.95,45.25,0.29999999999999716,0.17499999999999716,0.9933796296296297,3,1,2,0,0,True,False
144,144.0,1131.52,45.0,0.399,44.85,45.15,0.29999999999999716,45.25,-1,-0.399,45.003325,44.85,45.2,0.3500000000000014,0.25,0.9933333333333333,3,1,2,0,0,True,False
145,145.0,1131.52,45.0,0.399,44.85,45.15,0.29999999999999716,45.25,-1,-0.399,45.003325,44.85,45.2,0.3500000000000014,0.25,0.993287037037037,3,1,2,0,0,True,False
146,146.0,1131.52,45.0,0.3988,44.85,45.15,0.29999999999999716,45.25,-1,-0.3988,45.003323333333334,44.85,45.2,0.3500000000000014,0.25,0.9932407407407408,3,1,2,0,0,True,False
147,147.0,1131.52,45.05,0.3988,44.9,45.2,0.30000000000000426,45.25,-1,-0.3988,45.05332333333333,44.900000000000006,45.25,0.3499999999999943,0.20000000000000284,0.9931944444444445,3,1,2,0,0,True,False
148,148.0,1131.52,45.05,0.3987,44.9,45.2,0.30000000000000426,45.25,-1,-0.3987,45.0533225,44.900000000000006,45.25,0.3499999999999943,0.20000000000000284,0.9931481481481481,3,1,2,0,0,True,False
149,149.0,1131.52,45.05,0.3991,44.9,45.2,0.30000000000000426,45.25,-1,-0.3991,45.05332583333333,44.900000000000006,45.25,0.3499999999999943,0.20000000000000284,0.9931018518518518,3,1,2,0,0,True,False
150,150.0,1131.57,45.05,0.399,44.9,45.2,0.30000000000000426,45.25,-1,-0.399,45.053324999999994,44.900000000000006,45.25,0.3499999999999943,0.20000000000000284,0.9930555555555556,3,1,2,0,0,True,False
151,151.0,1131.57,45.025,0.3988,44.9,45.15,0.25,45.25,-1,-0.3988,45.02832333333333,44.900000000000006,45.2,0.29999999999999716,0.22500000000000142,0.9930092592592593,3,1,2,0,0,True,False
152,152.0,1131.57,45.025,0.399,44.9,45.15,0.25,45.25,-1,-0.399,45.028324999999995,44.900000000000006,45.2,0.29999999999999716,0.22500000000000142,0.9929629629629629,3,1,2,0,0,True,False
153,153.0,1131.57,45.05,0.3988,44.9,45.2,0.30000000000000426,45.25,-1,-0.3988,45.05332333333333,44.900000000000006,45.25,0.3499999999999943,0.20000000000000284,0.9929166666666667,3,1,2,0,0,True,False
154,154.0,1131.57,45.125,0.3989,45.0,45.25,0.25,45.25,-1,-0.3989,45.128324166666665,45.0,45.300000000000004,0.30000000000000426,0.125,0.9928703703703704,3,1,2,0,0,True,False
155,155.0,1131.57,45.15,0.3988,45.0,45.3,0.29999999999999716,45.25,-1,-0.3988,45.15332333333333,45.0,45.35,0.3500000000000014,0.10000000000000142,0.992824074074074,3,1,2,0,0,True,False
156,156.0,1131.57,45.175,0.399,45.05,45.3,0.25,45.25,-1,-0.399,45.178324999999994,45.050000000000004,45.35,0.29999999999999716,0.07500000000000284,0.9927777777777778,3,1,2,0,0,True,False
157,157.0,1131.57,45.175,0.3989,45.05,45.3,0.25,45.25,-1,-0.3989,45.17832416666666,45.050000000000004,45.35,0.29999999999999716,0.07500000000000284,0.9927314814814815,3,1,2,0,0,True,False
158,158.0,1131.57,45.275,0.3987,45.15,45.4,0.25,45.25,-1,-0.3987,45.2783225,45.150000000000006,45.45,0.29999999999999716,-0.02499999999999858,0.9926851851851852,3,1,2,0,0,True,False
159,159.0,1131.57,45.275,0.3987,45.15,45.4,0.25,45.25,-1,-0.3987,45.2783225,45.150000000000006,45.45,0.29999999999999716,-0.02499999999999858,0.9926388888888888,3,1,2,0,0,True,False
160,160.0,1131.71,45.275,0.3987,45.15,45.4,0.25,45.25,-1,-0.3987,45.2783225,45.150000000000006,45.45,0.29999999999999716,-0.02499999999999858,0.9925925925925926,3,1,2,0,0,True,False
161,161.0,1131.71,45.275,0.3987,45.15,45.4,0.25,45.25,-1,-0.3987,45.2783225,45.150000000000006,45.45,0.29999999999999716,-0.02499999999999858,0.9925462962962963,3,1,2,0,0,True,False
162,162.0,1131.71,45.275,0.3988,45.15,45.4,0.25,45.25,-1,-0.3988,45.27832333333333,45.150000000000006,45.45,0.29999999999999716,-0.02499999999999858,0.9925,3,1,2,0,0,True,False
163,163.0,1131.71,45.3,0.3986,45.15,45.45,0.30000000000000426,45.25,-1,-0.3986,45.30332166666666,45.150000000000006,45.5,0.3499999999999943,-0.04999999999999716,0.9924537037037037,3,1,2,0,0,True,False
164,164.0,1131.71,45.275,0.3986,45.15,45.4,0.25,45.25,-1,-0.3986,45.27832166666666,45.150000000000006,45.45,0.29999999999999716,-0.02499999999999858,0.9924074074074074,3,1,2,0,0,True,False
165,165.0,1131.71,45.275,0.3988,45.15,45.4,0.25,45.25,-1,-0.3988,45.27832333333333,45.150000000000006,45.45,0.29999999999999716,-0.02499999999999858,0.9923611111111111,3,1,2,0,0,True,False
166,166.0,1131.71,45.275,0.3987,45.15,45.4,0.25,45.25,-1,-0.3987,45.2783225,45.150000000000006,45.45,0.29999999999999716,-0.02499999999999858,0.9923148148148148,3,1,2,0,0,True,False
167,167.0,1131.71,45.225,0.3987,45.1,45.35,0.25,45.25,-1,-0.3987,45.228322500000004,45.1,45.400000000000006,0.30000000000000426,0.02499999999999858,0.9922685185185185,3,1,2,0,0,True,False
168,168.0,1131.71,45.225,0.3986,45.1,45.35,0.25,45.25,-1,-0.3986,45.228321666666666,45.1,45.400000000000006,0.30000000000000426,0.02499999999999858,0.9922222222222222,3,1,2,0,0,True,False
169,169.0,1131.71,45.175,0.3986,45.05,45.3,0.25,45.25,-1,-0.3986,45.17832166666666,45.050000000000004,45.35,0.29999999999999716,0.07500000000000284,0.992175925925926,3,1,2,0,0,True,False
170,170.0,1131.68,45.175,0.3986,45.05,45.3,0.25,45.25,-1,-0.3986,45.17832166666666,45.050000000000004,45.35,0.29999999999999716,0.07500000000000284,0.9921296296296296,3,1,2,0,0,True,False
171,171.0,1131.68,45.175,0.3987,45.05,45.3,0.25,45.25,-1,-0.3987,45.1783225,45.050000000000004,45.35,0.29999999999999716,0.07500000000000284,0.9920833333333333,3,1,2,0,0,True,False
172,172.0,1131.68,45.2,0.3986,45.05,45.35,0.30000000000000426,45.25,-1,-0.3986,45.20332166666667,45.050000000000004,45.400000000000006,0.3500000000000014,0.04999999999999716,0.992037037037037,3,1,2,0,0,True,False
173,173.0,1131.68,45.175,0.3986,45.05,45.3,0.25,45.25,-1,-0.3986,45.17832166666666,45.050000000000004,45.35,0.29999999999999716,0.07500000000000284,0.9919907407407408,3,1,2,0,0,True,False
174,174.0,1131.68,45.175,0.3986,45.05,45.3,0.25,45.25,-1,-0.3986,45.17832166666666,45.050000000000004,45.35,0.29999999999999716,0.07500000000000284,0.9919444444444444,3,1,2,0,0,True,False
175,175.0,1131.68,45.175,0.399,45.05,45.3,0.25,45.25,-1,-0.399,45.178324999999994,45.050000000000004,45.35,0.29999999999999716,0.07500000000000284,0.9918981481481481,3,1,2,0,0,True,False
176,176.0,1131.68,45.175,0.3986,45.05,45.3,0.25,45.25,-1,-0.3986,45.17832166666666,45.050000000000004,45.35,0.29999999999999716,0.07500000000000284,0.9918518518518519,3,1,2,0,0,True,False
177,177.0,1131.68,45.125,0.3988,45.0,45.25,0.25,45.25,-1,-0.3988,45.128323333333334,45.0,45.300000000000004,0.30000000000000426,0.125,0.9918055555555556,3,1,2,0,0,True,False
178,178.0,1131.68,45.175,0.3986,45.05,45.3,0.25,45.25,-1,-0.3986,45.17832166666666,45.050000000000004,45.35,0.29999999999999716,0.07500000000000284,0.9917592592592592,3,1,2,0,0,True,False
179,179.0,1131.68,45.175,0.3987,45.05,45.3,0.25,45.25,-1,-0.3987,45.1783225,45.050000000000004,45.35,0.29999999999999716,0.07500000000000284,0.991712962962963,3,1,2,0,0,True,False
180,180.0,1131.66,45.225,0.3988,45.1,45.35,0.25,45.25,-1,-0.3988,45.228323333333336,45.1,45.400000000000006,0.30000000000000426,0.02499999999999858,0.9916666666666667,3,1,2,0,0,True,False
181,181.0,1131.66,45.175,0.3989,45.05,45.3,0.25,45.25,-1,-0.3989,45.17832416666666,45.050000000000004,45.35,0.29999999999999716,0.07500000000000284,0.9916203703703703,3,1,2,0,0,True,False
182,182.0,1131.66,45.175,0.3989,45.05,45.3,0.25,45.25,-1,-0.3989,45.17832416666666,45.050000000000004,45.35,0.29999999999999716,0.07500000000000284,0.991574074074074,3,1,2,0,0,True,False
183,183.0,1131.66,45.125,0.3987,45.0,45.25,0.25,45.25,-1,-0.3987,45.1283225,45.0,45.300000000000004,0.30000000000000426,0.125,0.9915277777777778,3,1,2,0,0,True,False
184,184.0,1131.66,45.125,0.3988,45.0,45.25,0.25,45.25,-1,-0.3988,45.128323333333334,45.0,45.300000000000004,0.30000000000000426,0.125,0.9914814814814815,3,1,2,0,0,True,False
185,185.0,1131.66,45.125,0.3988,45.0,45.25,0.25,45.25,-1,-0.3988,45.128323333333334,45.0,45.300000000000004,0.30000000000000426,0.125,0.9914351851851851,3,1,2,0,0,True,False
186,186.0,1131.66,45.125,0.3988,45.0,45.25,0.25,45.25,-1,-0.3988,45.128323333333334,45.0,45.300000000000004,0.30000000000000426,0.125,0.9913888888888889,3,1,2,0,0,True,False
187,187.0,1131.66,45.125,0.3986,45.0,45.25,0.25,45.25,-1,-0.3986,45.128321666666665,45.0,45.300000000000004,0.30000000000000426,0.125,0.9913425925925926,3,1,2,0,0,True,False
188,188.0,1131.66,45.125,0.3988,45.0,45.25,0.25,45.25,-1,-0.3988,45.128323333333334,45.0,45.300000000000004,0.30000000000000426,0.125,0.9912962962962963,3,1,2,0,0,True,False
189,189.0,1131.66,45.15,0.3986,45.0,45.3,0.29999999999999716,45.25,-1,-0.3986,45.15332166666666,45.0,45.35,0.3500000000000014,0.10000000000000142,0.99125,3,1,2,0,0,True,False
190,190.0,1131.63,45.125,0.3986,45.0,45.25,0.25,45.25,-1,-0.3986,45.128321666666665,45.0,45.300000000000004,0.30000000000000426,0.125,0.9912037037037037,3,1,2,0,0,True,False
191,191.0,1131.63,45.15,0.3987,45.0,45.3,0.29999999999999716,45.25,-1,-0.3987,45.1533225,45.0,45.35,0.3500000000000014,0.10000000000000142,0.9911574074074074,3,1,2,0,0,True,False
192,192.0,1131.63,45.175,0.3987,45.05,45.3,0.25,45.25,-1,-0.3987,45.1783225,45.050000000000004,45.35,0.29999999999999716,0.07500000000000284,0.9911111111111112,3,1,2,0,0,True,False
193,193.0,1131.63,45.175,0.3988,45.05,45.3,0.25,45.25,-1,-0.3988,45.17832333333333,45.050000000000004,45.35,0.29999999999999716,0.07500000000000284,0.9910648148148148,3,1,2,0,0,True,False
194,194.0,1131.63,45.175,0.3989,45.05,45.3,0.25,45.25,-1,-0.3989,45.17832416666666,45.050000000000004,45.35,0.29999999999999716,0.07500000000000284,0.9910185185185185,3,1,2,0,0,True,False
195,195.0,1131.63,45.175,0.3988,45.05,45.3,0.25,45.25,-1,-0.3988,45.17832333333333,45.050000000000004,45.35,0.29999999999999716,0.07500000000000284,0.9909722222222223,3,1,2,0,0,True,False
196,196.0,1131.63,45.3,0.3987,45.15,45.45,0.30000000000000426,45.25,-1,-0.3987,45.3033225,45.150000000000006,45.5,0.3499999999999943,-0.04999999999999716,0.9909259259259259,3,1,2,0,0,True,False
197,197.0,1131.63,45.275,0.3985,45.15,45.4,0.25,45.25,-1,-0.3985,45.27832083333333,45.150000000000006,45.45,0.29999999999999716,-0.02499999999999858,0.9908796296296296,3,1,2,0,0,True,False
198,198.0,1131.63,45.25,0.3985,45.1,45.4,0.29999999999999716,0.09999999999999432,0,0.0,45.25,45.1,45.400000000000006,0.30000000000000426,0.09999999999999432,0.9908333333333333,4,2,2,0,0,True,False
199,199.0,1131.63,45.25,0.3987,45.1,45.4,0.29999999999999716,0.09999999999999432,0,0.0,45.25,45.1,45.400000000000006,0.30000000000000426,0.09999999999999432,0.9907870370370371,4,2,2,0,0,True,False
200,200.0,1132.04,45.2,0.3987,45.05,45.35,0.30000000000000426,0.09999999999999432,0,0.0,45.2,45.0,45.400000000000006,0.4000000000000057,0.09999999999999432,0.9907407407407407,4,2,2,0,0,False,False
201,201.0,1132.04,45.2,0.3989,45.05,45.35,0.30000000000000426,0.09999999999999432,0,0.0,45.2,45.0,45.400000000000006,0.4000000000000057,0.09999999999999432,0.9906944444444444,4,2,2,0,0,False,False
202,202.0,1132.04,45.175,0.3989,45.05,45.3,0.25,0.09999999999999432,0,0.0,45.175,45.0,45.300000000000004,0.30000000000000426,0.09999999999999432,0.9906481481481482,4,2,2,0,0,False,False
203,203.0,1132.04,45.225,0.3987,45.1,45.35,0.25,0.09999999999999432,0,0.0,45.225,45.1,45.35,0.25,0.09999999999999432,0.9906018518518519,4,2,2,0,0,True,True
204,204.0,1132.04,45.2,0.3987,45.05,45.35,0.30000000000000426,0.09999999999999432,0,0.0,45.2,45.0,45.400000000000006,0.4000000000000057,0.09999999999999432,0.9905555555555555,4,2,2,0,0,False,False
205,205.0,1132.04,45.2,0.3987,45.05,45.35,0.30000000000000426,0.09999999999999432,0,0.0,45.2,45.0,45.400000000000006,0.4000000000000057,0.09999999999999432,0.9905092592592593,4,2,2,0,0,False,False
206,206.0,1132.04,45.225,0.3988,45.1,45.35,0.25,0.09999999999999432,0,0.0,45.225,45.1,45.35,0.25,0.09999999999999432,0.990462962962963,4,2,2,0,0,True,True
207,207.0,1132.04,45.175,0.3986,45.05,45.3,0.25,0.09999999999999432,0,0.0,45.175,45.0,45.300000000000004,0.30000000000000426,0.09999999999999432,0.9904166666666666,4,2,2,0,0,False,False
208,208.0,1132.04,45.1,0.3989,44.95,45.25,0.29999999999999716,-44.900000000000006,1,0.3989,45.096675833333336,44.900000000000006,45.25,0.3499999999999943,0.19999999999999574,0.9903703703703703,5,3,2,0,0,False,True
209,209.0,1132.04,45.1,0.3987,44.95,45.25,0.29999999999999716,-44.900000000000006,1,0.3987,45.0966775,44.900000000000006,45.25,0.3499999999999943,0.19999999999999574,0.9903240740740741,5,3,2,0,0,False,True
210,210.0,1132.07,45.125,0.3985,45.0,45.25,0.25,-44.900000000000006,1,0.3985,45.12167916666667,44.95,45.25,0.29999999999999716,0.22499999999999432,0.9902777777777778,5,3,2,0,0,False,True
211,211.0,1132.07,45.175,0.3987,45.05,45.3,0.25,-44.900000000000006,1,0.3987,45.171677499999994,45.0,45.300000000000004,0.30000000000000426,0.2749999999999915,0.9902314814814814,5,3,2,0,0,False,False
212,212.0,1132.07,45.175,0.3987,45.05,45.3,0.25,-44.900000000000006,1,0.3987,45.171677499999994,45.0,45.300000000000004,0.30000000000000426,0.2749999999999915,0.9901851851851852,5,3,2,0,0,False,False
213,213.0,1132.07,45.15,0.3987,45.0,45.3,0.29999999999999716,-44.900000000000006,1,0.3987,45.146677499999996,44.95,45.300000000000004,0.3500000000000014,0.2499999999999929,0.9901388888888889,5,3,2,0,0,False,False
214,214.0,1132.07,45.15,0.3987,45.0,45.3,0.29999999999999716,-44.900000000000006,1,0.3987,45.146677499999996,44.95,45.300000000000004,0.3500000000000014,0.2499999999999929,0.9900925925925926,5,3,2,0,0,False,False
215,215.0,1132.07,45.1,0.3986,44.95,45.25,0.29999999999999716,-44.900000000000006,1,0.3986,45.09667833333334,44.900000000000006,45.25,0.3499999999999943,0.19999999999999574,0.9900462962962963,5,3,2,0,0,False,True
216,216.0,1132.07,45.075,0.3986,44.95,45.2,0.25,-44.900000000000006,1,0.3986,45.07167833333334,44.900000000000006,45.2,0.29999999999999716,0.17499999999999716,0.99,5,3,2,0,0,False,True
217,217.0,1132.07,45.0,0.3985,44.85,45.15,0.29999999999999716,-44.900000000000006,1,0.3985,44.99667916666667,44.800000000000004,45.150000000000006,0.3500000000000014,0.09999999999999432,0.9899537037037037,5,3,2,0,0,False,False
218,218.0,1132.07,44.925,0.3985,44.8,45.05,0.25,-44.900000000000006,1,0.3985,44.921679166666664,44.75,45.050000000000004,0.30000000000000426,0.024999999999991473,0.9899074074074075,5,3,2,0,0,False,False
219,219.0,1132.07,44.95,0.3992,44.8,45.1,0.30000000000000426,-44.900000000000006,1,0.3992,44.94667333333334,44.75,45.1,0.3500000000000014,0.04999999999999716,0.9898611111111111,5,3,2,0,0,False,True
220,220.0,1132.04,44.95,0.399,44.8,45.1,0.30000000000000426,-44.900000000000006,1,0.399,44.946675000000006,44.75,45.1,0.3500000000000014,0.04999999999999716,0.9898148148148148,5,3,2,0,0,False,True
221,221.0,1132.04,44.875,0.399,44.75,45.0,0.25,-44.900000000000006,1,0.399,44.871675,44.7,45.0,0.29999999999999716,-0.025000000000005684,0.9897685185185185,5,3,2,0,0,False,True
222,222.0,1132.04,44.85,0.3991,44.7,45.0,0.29999999999999716,-44.900000000000006,1,0.3991,44.846674166666666,44.650000000000006,45.0,0.3499999999999943,-0.05000000000000426,0.9897222222222222,5,3,2,0,0,False,True
223,223.0,1132.04,44.875,0.3991,44.75,45.0,0.25,-44.900000000000006,1,0.3991,44.871674166666665,44.7,45.0,0.29999999999999716,-0.025000000000005684,0.9896759259259259,5,3,2,0,0,False,True
224,224.0,1132.04,44.975,0.399,44.85,45.1,0.25,-44.900000000000006,1,0.399,44.971675000000005,44.800000000000004,45.1,0.29999999999999716,0.07499999999999574,0.9896296296296296,5,3,2,0,0,False,True
225,225.0,1132.04,44.975,0.399,44.85,45.1,0.25,-44.900000000000006,1,0.399,44.971675000000005,44.800000000000004,45.1,0.29999999999999716,0.07499999999999574,0.9895833333333334,5,3,2,0,0,False,True
226,226.0,1132.04,44.95,0.3991,44.8,45.1,0.30000000000000426,-44.900000000000006,1,0.3991,44.94667416666667,44.75,45.1,0.3500000000000014,0.04999999999999716,0.989537037037037,5,3,2,0,0,False,True
227,227.0,1132.04,44.925,0.3991,44.8,45.05,0.25,-44.900000000000006,1,0.3991,44.92167416666666,44.75,45.050000000000004,0.30000000000000426,0.024999999999991473,0.9894907407407407,5,3,2,0,0,False,False
228,228.0,1132.04,44.925,0.3991,44.8,45.05,0.25,-44.900000000000006,1,0.3991,44.92167416666666,44.75,45.050000000000004,0.30000000000000426,0.024999999999991473,0.9894444444444445,5,3,2,0,0,False,False
229,229.0,1132.04,44.95,0.3992,44.8,45.1,0.30000000000000426,-44.900000000000006,1,0.3992,44.94667333333334,44.75,45.1,0.3500000000000014,0.04999999999999716,0.9893981481481482,5,3,2,0,0,False,True
230,230.0,1131.91,44.975,0.3991,44.85,45.1,0.25,-44.900000000000006,1,0.3991,44.971674166666666,44.800000000000004,45.1,0.29999999999999716,0.07499999999999574,0.9893518518518518,5,3,2,0,0,False,True
231,231.0,1131.91,44.975,0.399,44.85,45.1,0.25,-44.900000000000006,1,0.399,44.971675000000005,44.800000000000004,45.1,0.29999999999999716,0.07499999999999574,0.9893055555555555,5,3,2,0,0,False,True
232,232.0,1131.91,44.925,0.3991,44.8,45.05,0.25,-44.900000000000006,1,0.3991,44.92167416666666,44.75,45.050000000000004,0.30000000000000426,0.024999999999991473,0.9892592592592593,5,3,2,0,0,False,False
233,233.0,1131.91,44.9,0.3992,44.75,45.05,0.29999999999999716,-44.900000000000006,1,0.3992,44.89667333333333,44.7,45.050000000000004,0.3500000000000014,-7.105427357601002e-15,0.989212962962963,5,3,2,0,0,False,False
234,234.0,1131.91,44.9,0.3993,44.75,45.05,0.29999999999999716,-44.900000000000006,1,0.3993,44.8966725,44.7,45.050000000000004,0.3500000000000014,-7.105427357601002e-15,0.9891666666666666,5,3,2,0,0,False,False
235,235.0,1131.91,44.875,0.3993,44.75,45.0,0.25,-44.900000000000006,1,0.3993,44.8716725,44.7,45.0,0.29999999999999716,-0.025000000000005684,0.9891203703703704,5,3,2,0,0,False,True
236,236.0,1131.91,44.875,0.3992,44.75,45.0,0.25,-44.900000000000006,1,0.3992,44.871673333333334,44.7,45.0,0.29999999999999716,-0.025000000000005684,0.9890740740740741,5,3,2,0,0,False,True
237,237.0,1131.91,44.9,0.3993,44.75,45.05,0.29999999999999716,-44.900000000000006,1,0.3993,44.8966725,44.7,45.050000000000004,0.3500000000000014,-7.105427357601002e-15,0.9890277777777777,5,3,2,0,0,False,False
238,238.0,1131.91,45.0,0.3992,44.85,45.15,0.29999999999999716,-44.900000000000006,1,0.3992,44.996673333333334,44.800000000000004,45.150000000000006,0.3500000000000014,0.09999999999999432,0.9889814814814815,5,3,2,0,0,False,False
239,239.0,1131.91,45.0,0.3991,44.85,45.15,0.29999999999999716,-44.900000000000006,1,0.3991,44.996674166666665,44.800000000000004,45.150000000000006,0.3500000000000014,0.09999999999999432,0.9889351851851852,5,3,2,0,0,False,False
240,240.0,1131.54,44.975,0.3992,44.85,45.1,0.25,-44.900000000000006,1,0.3992,44.971673333333335,44.800000000000004,45.1,0.29999999999999716,0.07499999999999574,0.9888888888888889,5,3,2,0,0,False,True
241,241.0,1131.54,44.975,0.3991,44.85,45.1,0.25,-44.900000000000006,1,0.3991,44.971674166666666,44.800000000000004,45.1,0.29999999999999716,0.07499999999999574,0.9888425925925926,5,3,2,0,0,False,True
242,242.0,1131.54,44.925,0.3992,44.8,45.05,0.25,-44.900000000000006,1,0.3992,44.92167333333333,44.75,45.050000000000004,0.30000000000000426,0.024999999999991473,0.9887962962962963,5,3,2,0,0,False,False
243,243.0,1131.54,44.925,0.3994,44.8,45.05,0.25,-44.900000000000006,1,0.3994,44.92167166666666,44.75,45.050000000000004,0.30000000000000426,0.024999999999991473,0.98875,5,3,2,0,0,False,False
244,244.0,1131.54,44.95,0.3991,44.8,45.1,0.30000000000000426,-44.900000000000006,1,0.3991,44.94667416666667,44.75,45.1,0.3500000000000014,0.04999999999999716,0.9887037037037038,5,3,2,0,0,False,True
245,245.0,1131.54,44.95,0.3992,44.8,45.1,0.30000000000000426,-44.900000000000006,1,0.3992,44.94667333333334,44.75,45.1,0.3500000000000014,0.04999999999999716,0.9886574074074074,5,3,2,0,0,False,True
246,246.0,1131.54,44.95,0.3993,44.8,45.1,0.30000000000000426,-44.900000000000006,1,0.3993,44.946672500000005,44.75,45.1,0.3500000000000014,0.04999999999999716,0.9886111111111111,5,3,2,0,0,False,True
247,247.0,1131.54,45.0,0.3993,44.85,45.15,0.29999999999999716,-44.900000000000006,1,0.3993,44.9966725,44.800000000000004,45.150000000000006,0.3500000000000014,0.09999999999999432,0.9885648148148148,5,3,2,0,0,False,False
248,248.0,1131.54,45.075,0.3991,44.95,45.2,0.25,-44.900000000000006,1,0.3991,45.07167416666667,44.900000000000006,45.2,0.29999999999999716,0.17499999999999716,0.9885185185185185,5,3,2,0,0,False,True
249,249.0,1131.54,45.075,0.3991,44.95,45.2,0.25,-44.900000000000006,1,0.3991,45.07167416666667,44.900000000000006,45.2,0.29999999999999716,0.17499999999999716,0.9884722222222222,5,3,2,0,0,False,True
250,250.0,1131.57,45.05,0.3992,44.9,45.2,0.30000000000000426,-44.900000000000006,1,0.3992,45.04667333333333,44.85,45.2,0.3500000000000014,0.14999999999999147,0.9884259259259259,5,3,2,0,0,False,True
251,251.0,1131.57,45.025,0.3992,44.9,45.15,0.25,-44.900000000000006,1,0.3992,45.02167333333333,44.85,45.150000000000006,0.30000000000000426,0.1249999999999929,0.9883796296296297,5,3,2,0,0,False,False
252,252.0,1131.57,45.025,0.3992,44.9,45.15,0.25,-44.900000000000006,1,0.3992,45.02167333333333,44.85,45.150000000000006,0.30000000000000426,0.1249999999999929,0.9883333333333333,5,3,2,0,0,False,False
253,253.0,1131.57,44.975,0.3994,44.85,45.1,0.25,-44.900000000000006,1,0.3994,44.971671666666666,44.800000000000004,45.1,0.29999999999999716,0.07499999999999574,0.988287037037037,5,3,2,0,0,False,True
254,254.0,1131.57,44.975,0.3994,44.85,45.1,0.25,-44.900000000000006,1,0.3994,44.971671666666666,44.800000000000004,45.1,0.29999999999999716,0.07499999999999574,0.9882407407407408,5,3,2,0,0,False,True
255,255.0,1131.57,44.95,0.3993,44.8,45.1,0.30000000000000426,-44.900000000000006,1,0.3993,44.946672500000005,44.75,45.1,0.3500000000000014,0.04999999999999716,0.9881944444444445,5,3,2,0,0,False,True
256,256.0,1131.57,44.95,0.3993,44.8,45.1,0.30000000000000426,-44.900000000000006,1,0.3993,44.946672500000005,44.75,45.1,0.3500000000000014,0.04999999999999716,0.9881481481481481,5,3,2,0,0,False,True
257,257.0,1131.57,44.975,0.3991,44.85,45.1,0.25,-44.900000000000006,1,0.3991,44.971674166666666,44.800000000000004,45.1,0.29999999999999716,0.07499999999999574,0.9881018518518518,5,3,2,0,0,False,True
258,258.0,1131.57,45.025,0.3991,44.9,45.15,0.25,-44.900000000000006,1,0.3991,45.02167416666666,44.85,45.150000000000006,0.30000000000000426,0.1249999999999929,0.9880555555555556,5,3,2,0,0,False,False
259,259.0,1131.57,45.025,0.399,44.9,45.15,0.25,-44.900000000000006,1,0.399,45.021675,44.85,45.150000000000006,0.30000000000000426,0.1249999999999929,0.9880092592592593,5,3,2,0,0,False,False
260,260.0,1131.77,45.075,0.3993,44.95,45.2,0.25,-44.900000000000006,1,0.3993,45.071672500000005,44.900000000000006,45.2,0.29999999999999716,0.17499999999999716,0.9879629629629629,5,3,2,0,0,False,True
261,261.0,1131.77,45.1,0.3991,44.95,45.25,0.29999999999999716,-44.900000000000006,1,0.3991,45.096674166666666,44.900000000000006,45.25,0.3499999999999943,0.19999999999999574,0.9879166666666667,5,3,2,0,0,False,True
262,262.0,1131.77,45.075,0.3993,44.95,45.2,0.25,-44.900000000000006,1,0.3993,45.071672500000005,44.900000000000006,45.2,0.29999999999999716,0.17499999999999716,0.9878703703703704,5,3,2,0,0,False,True
263,263.0,1131.77,45.075,0.3993,44.95,45.2,0.25,-44.900000000000006,1,0.3993,45.071672500000005,44.900000000000006,45.2,0.29999999999999716,0.17499999999999716,0.987824074074074,5,3,2,0,0,False,True
264,264.0,1131.77,45.075,0.3992,44.95,45.2,0.25,-44.900000000000006,1,0.3992,45.07167333333334,44.900000000000006,45.2,0.29999999999999716,0.17499999999999716,0.9877777777777778,5,3,2,0,0,False,True
265,265.0,1131.77,45.075,0.3991,44.95,45.2,0.25,-44.900000000000006,1,0.3991,45.07167416666667,44.900000000000006,45.2,0.29999999999999716,0.17499999999999716,0.9877314814814815,5,3,2,0,0,False,True
266,266.0,1131.77,45.025,0.3992,44.9,45.15,0.25,-44.900000000000006,1,0.3992,45.02167333333333,44.85,45.150000000000006,0.30000000000000426,0.1249999999999929,0.9876851851851852,5,3,2,0,0,False,False
267,267.0,1131.77,45.025,0.3993,44.9,45.15,0.25,-44.900000000000006,1,0.3993,45.0216725,44.85,45.150000000000006,0.30000000000000426,0.1249999999999929,0.9876388888888888,5,3,2,0,0,False,False
268,268.0,1131.77,45.075,0.3992,44.95,45.2,0.25,-44.900000000000006,1,0.3992,45.07167333333334,44.900000000000006,45.2,0.29999999999999716,0.17499999999999716,0.9875925925925926,5,3,2,0,0,False,True
