step,timestamp,index_price,option_mid,option_delta,market_bid,market_ask,market_spread,cash,inventory,net_delta,reservation_price,lp_bid,lp_ask,lp_spread,pnl,time_remaining_ratio,total_trades,total_bought,total_sold
134,134.0,1131.56,44.925,0.399,44.8,45.05,0.25,10.740342916327151,0,0.399,44.90808095238095,44.093081228533585,45.723080676228314,1.629999447694729,10.740342916327151,0.8480725623582767,12,6,6
135,135.0,1131.56,44.975,0.399,44.85,45.1,0.25,10.740342916327151,0,0.0,44.975,44.16022703352225,45.789772966477756,1.6295459329555086,10.740342916327151,0.8469387755102041,12,6,6
136,136.0,1131.56,44.975,0.3991,44.85,45.1,0.25,10.740342916327151,0,0.0,44.975,44.160453790891864,45.78954620910814,1.629092418216274,10.740342916327151,0.8458049886621315,12,6,6
137,137.0,1131.56,44.95,0.399,44.8,45.1,0.30000000000000426,10.740342916327151,0,0.0,44.95,44.135680548261476,45.76431945173853,1.6286389034770536,10.740342916327151,0.844671201814059,12,6,6
138,138.0,1131.56,45.075,0.3992,44.95,45.2,0.25,10.740342916327151,0,0.0,45.075,44.26090730563109,45.88909269436891,1.628185388737819,10.740342916327151,0.8435374149659864,12,6,6
139,139.0,1131.56,45.075,0.399,44.95,45.2,0.25,10.740342916327151,0,0.0,45.075,44.26113406300071,45.888865936999295,1.6277318739985844,10.740342916327151,0.8424036281179138,12,6,6
140,140.0,1131.52,45.125,0.399,45.0,45.25,0.25,-33.57101790404317,1,0.0,45.125,44.31136082037032,45.93863917962968,1.627278359259364,11.553982095956833,0.8412698412698413,13,7,6
141,141.0,1131.52,45.125,0.3989,45.0,45.25,0.25,-33.57101790404317,1,0.3989,45.10824348639456,44.29483106413449,45.92165590865462,1.6268248445201294,11.553982095956833,0.8401360544217688,13,7,6
142,142.0,1131.52,45.075,0.3991,44.95,45.2,0.25,-33.57101790404317,1,0.3991,45.05825770975057,44.24507204486012,45.87144337464102,1.6263713297808948,11.503982095956836,0.8390022675736961,13,7,6
143,143.0,1131.52,45.075,0.3989,44.95,45.2,0.25,-33.57101790404317,1,0.3989,45.05828871315193,44.245329805631094,45.87124762067277,1.6259178150416744,11.503982095956836,0.8378684807256236,13,7,6
144,144.0,1131.52,45.0,0.399,44.85,45.15,0.29999999999999716,-33.57101790404317,1,0.399,44.98330714285714,44.17057499270592,45.79603929300836,1.6254643003024398,11.428982095956833,0.8367346938775511,13,7,6
145,145.0,1131.52,45.0,0.399,44.85,45.15,0.29999999999999716,-33.57101790404317,1,0.399,44.98332976190476,44.17082436912315,45.79583515468637,1.6250107855632194,11.428982095956833,0.8356009070294784,13,7,6
146,146.0,1131.52,45.0,0.3988,44.85,45.15,0.29999999999999716,-33.57101790404317,1,0.3988,44.983360725623584,44.17108209021159,45.795639361035576,1.6245572708239848,11.428982095956833,0.8344671201814059,13,7,6
147,147.0,1131.52,45.05,0.3988,44.9,45.2,0.30000000000000426,-33.57101790404317,1,0.3988,45.03338333333333,44.22133145529096,45.84543521137571,1.6241037560847502,11.47898209595683,0.8333333333333334,13,7,6
148,148.0,1131.52,45.05,0.3987,44.9,45.2,0.30000000000000426,-33.57101790404317,1,0.3987,45.03341010204081,44.221584981368046,45.845235222713576,1.6236502413455298,11.47898209595683,0.8321995464852607,13,7,6
149,149.0,1131.52,45.05,0.3991,44.9,45.2,0.30000000000000426,-33.57101790404317,1,0.3991,45.033416082766436,44.22181771946329,45.845014446069584,1.6231967266062952,11.47898209595683,0.8310657596371882,13,7,6
150,150.0,1131.57,45.05,0.399,44.9,45.2,0.30000000000000426,-33.57101790404317,1,0.399,45.03344285714285,44.222071251209314,45.84481446307639,1.6227432118670748,11.47898209595683,0.8299319727891157,13,7,6
151,151.0,1131.57,45.025,0.3988,44.9,45.15,0.25,-33.57101790404317,1,0.3988,45.00847376417234,44.197328915608416,45.81961861273626,1.6222896971278402,11.453982095956832,0.828798185941043,13,7,6
152,152.0,1131.57,45.025,0.399,44.9,45.15,0.25,-33.57101790404317,1,0.399,45.00848809523809,44.19757000404379,45.819406186432396,1.6218361823886056,11.453982095956832,0.8276643990929705,13,7,6
153,153.0,1131.57,45.05,0.3988,44.9,45.2,0.30000000000000426,-33.57101790404317,1,0.3988,45.03351897959183,44.22282764576714,45.844210313416525,1.6213826676493852,11.47898209595683,0.826530612244898,13,7,6
154,154.0,1131.57,45.125,0.3989,45.0,45.25,0.25,-33.57101790404317,1,0.3989,45.10853746031746,44.29807288386238,45.91900203677253,1.6209291529101506,11.553982095956833,0.8253968253968254,13,7,6
155,155.0,1131.57,45.15,0.3988,45.0,45.3,0.29999999999999716,-33.57101790404317,1,0.3988,45.13356419501134,44.32332637592587,45.9438020140968,1.6204756381709302,11.578982095956832,0.8242630385487528,13,7,6
156,156.0,1131.57,45.175,0.399,45.05,45.3,0.25,-33.57101790404317,1,0.399,45.15857857142857,44.34856750971272,45.96858963314442,1.6200221234316956,11.60398209595683,0.8231292517006803,13,7,6
157,157.0,1131.57,45.175,0.3989,45.05,45.3,0.25,-33.57101790404317,1,0.3989,45.15860530045351,44.34882099610728,45.96838960479974,1.619568608692461,11.60398209595683,0.8219954648526077,13,7,6
158,158.0,1131.57,45.275,0.3987,45.15,45.4,0.25,-33.57101790404317,1,0.3987,45.258636122448976,44.449078575472356,46.0681936694256,1.6191150939532406,11.703982095956832,0.8208616780045351,13,7,6
159,159.0,1131.57,45.275,0.3987,45.15,45.4,0.25,-33.57101790404317,1,0.3987,45.25865872448979,44.44932793488279,46.067989514096794,1.618661579214006,11.703982095956832,0.8197278911564626,13,7,6
160,160.0,1131.71,45.275,0.3987,45.15,45.4,0.25,-33.57101790404317,1,0.3987,45.25868132653061,44.44957729429322,46.067785358768006,1.6182080644747856,11.703982095956832,0.81859410430839,13,7,6
161,161.0,1131.71,45.275,0.3987,45.15,45.4,0.25,-33.57101790404317,1,0.3987,45.25870392857143,44.44982665370365,46.067581203439204,1.617754549735551,11.703982095956832,0.8174603174603174,13,7,6
162,162.0,1131.71,45.275,0.3988,45.15,45.4,0.25,-33.57101790404317,1,0.3988,45.25872244897959,44.45007193148143,46.06737296647775,1.6173010349963164,11.703982095956832,0.8163265306122449,13,7,6
163,163.0,1131.71,45.3,0.3986,45.15,45.45,0.30000000000000426,-33.57101790404317,1,0.3986,45.28375320861678,44.47532944848823,46.09217696874533,1.616847520257096,11.72898209595683,0.8151927437641724,13,7,6
164,164.0,1131.71,45.275,0.3986,45.15,45.4,0.25,-33.57101790404317,1,0.3986,45.25877580498866,44.45057880222973,46.06697280774759,1.6163940055178614,11.703982095956832,0.8140589569160998,13,7,6
165,165.0,1131.71,45.275,0.3988,45.15,45.4,0.25,-33.57101790404317,1,0.3988,45.25879027210884,44.45082002671952,46.06676051749816,1.615940490778641,11.703982095956832,0.8129251700680272,13,7,6
166,166.0,1131.71,45.275,0.3987,45.15,45.4,0.25,-33.57101790404317,1,0.3987,45.25881693877551,44.45107345075581,46.06656042679521,1.6154869760394064,11.703982095956832,0.8117913832199547,13,7,6
167,167.0,1131.71,45.225,0.3987,45.1,45.35,0.25,-33.57101790404317,1,0.3987,45.20883954081633,44.40132281016624,46.016356271466414,1.6150334613001718,11.653982095956835,0.8106575963718821,13,7,6
168,168.0,1131.71,45.225,0.3986,45.1,45.35,0.25,-33.57101790404317,1,0.3986,45.20886619047619,44.40157621719572,46.01615616375667,1.6145799465609514,11.653982095956835,0.8095238095238095,13,7,6
169,169.0,1131.71,45.175,0.3986,45.05,45.3,0.25,-33.57101790404317,1,0.3986,45.15888878684807,44.35182557093721,45.965952002758925,1.6141264318217168,11.60398209595683,0.808390022675737,13,7,6
170,170.0,1131.68,45.175,0.3986,45.05,45.3,0.25,-33.57101790404317,1,0.3986,45.15891138321995,44.3520749246787,45.9657478417612,1.6136729170824964,11.60398209595683,0.8072562358276644,13,7,6
171,171.0,1131.68,45.175,0.3987,45.05,45.3,0.25,-33.57101790404317,1,0.3987,45.15892994897959,44.35232024780796,45.96553965015122,1.6132194023432618,11.60398209595683,0.8061224489795918,13,7,6
172,172.0,1131.68,45.2,0.3986,45.05,45.35,0.30000000000000426,-33.57101790404317,1,0.3986,45.18395657596372,44.377573632161706,45.99033951976573,1.6127658876040272,11.628982095956836,0.8049886621315193,13,7,6
173,173.0,1131.68,45.175,0.3986,45.05,45.3,0.25,-33.57101790404317,1,0.3986,45.1589791723356,44.352822985903195,45.965135358768,1.6123123728648068,11.60398209595683,0.8038548752834467,13,7,6
174,174.0,1131.68,45.175,0.3986,45.05,45.3,0.25,-33.57101790404317,1,0.3986,45.15900176870748,44.3530723396447,45.96493119777027,1.6118588581255722,11.60398209595683,0.8027210884353742,13,7,6
175,175.0,1131.68,45.175,0.399,45.05,45.3,0.25,-33.57101790404317,1,0.399,45.15900833333333,44.353305661640164,45.9647110050265,1.6114053433863376,11.60398209595683,0.8015873015873016,13,7,6
176,176.0,1131.68,45.175,0.3986,45.05,45.3,0.25,-33.57101790404317,1,0.3986,45.159046961451246,44.35357104712769,45.964522875774804,1.6109518286471172,11.60398209595683,0.800453514739229,13,7,6
177,177.0,1131.68,45.125,0.3988,45.0,45.25,0.25,-33.57101790404317,1,0.3988,45.10906156462585,44.303812407671906,45.91431072157979,1.6104983139078826,11.553982095956833,0.7993197278911565,13,7,6
178,178.0,1131.68,45.175,0.3986,45.05,45.3,0.25,-33.57101790404317,1,0.3986,45.15909215419501,44.35406975461068,45.96411455377934,1.6100447991686622,11.60398209595683,0.7981859410430839,13,7,6
179,179.0,1131.68,45.175,0.3987,45.05,45.3,0.25,-33.57101790404317,1,0.3987,45.15911076530612,44.3543151230914,45.96390640752083,1.6095912844294276,11.60398209595683,0.7970521541950113,13,7,6
180,180.0,1131.66,45.225,0.3988,45.1,45.35,0.25,-33.57101790404317,1,0.3988,45.209129387755105,44.40456050291001,46.0136982726002,1.609137769690193,11.653982095956835,0.7959183673469388,13,7,6
181,181.0,1131.66,45.175,0.3989,45.05,45.3,0.25,-33.57101790404317,1,0.3989,45.159148021541945,44.35480589406646,45.96349014901743,1.6086842549509726,11.60398209595683,0.7947845804988662,13,7,6
182,182.0,1131.66,45.175,0.3989,45.05,45.3,0.25,-33.57101790404317,1,0.3989,45.159170634920635,44.355055264814766,45.963286005026504,1.608230740211738,11.60398209595683,0.7936507936507936,13,7,6
183,183.0,1131.66,45.125,0.3987,45.0,45.25,0.25,-33.57101790404317,1,0.3987,45.10920117346939,44.30531256073313,45.913089786205646,1.6077772254725176,11.553982095956833,0.7925170068027211,13,7,6
184,184.0,1131.66,45.125,0.3988,45.0,45.25,0.25,-33.57101790404317,1,0.3988,45.109219818594106,44.305557963227464,45.91288167396075,1.607323710733283,11.553982095956833,0.7913832199546486,13,7,6
185,185.0,1131.66,45.125,0.3988,45.0,45.25,0.25,-33.57101790404317,1,0.3988,45.10924242630386,44.305807328306834,45.91267752430088,1.6068701959940483,11.553982095956833,0.7902494331065759,13,7,6
186,186.0,1131.66,45.125,0.3988,45.0,45.25,0.25,-33.57101790404317,1,0.3988,45.1092650340136,44.30605669338619,45.91247337464102,1.606416681254828,11.553982095956833,0.7891156462585034,13,7,6
187,187.0,1131.66,45.125,0.3986,45.0,45.25,0.25,-33.57101790404317,1,0.3986,45.10929552154195,44.306313938284156,45.91227710479975,1.6059631665155933,11.553982095956833,0.7879818594104309,13,7,6
188,188.0,1131.66,45.125,0.3988,45.0,45.25,0.25,-33.57101790404317,1,0.3988,45.10931024943311,44.30655542354492,45.912065075321294,1.605509651776373,11.553982095956833,0.7868480725623582,13,7,6
189,189.0,1131.66,45.15,0.3986,45.0,45.3,0.29999999999999716,-33.57101790404317,1,0.3986,45.13434071428571,44.331812645767144,45.93686878280428,1.6050561370371383,11.578982095956832,0.7857142857142857,13,7,6
190,190.0,1131.63,45.125,0.3986,45.0,45.25,0.25,-33.57101790404317,1,0.3986,45.1093633106576,44.30706199950865,45.91166462180655,1.6046026222979037,11.553982095956833,0.7845804988662132,13,7,6
191,191.0,1131.63,45.15,0.3987,45.0,45.3,0.29999999999999716,-33.57101790404317,1,0.3987,45.13438198979592,44.33230743601658,45.93645654357526,1.6041491075586833,11.578982095956832,0.7834467120181405,13,7,6
192,192.0,1131.63,45.175,0.3987,45.05,45.3,0.25,-33.57101790404317,1,0.3987,45.15940459183673,44.35755679542701,45.96125238824646,1.6036955928194487,11.60398209595683,0.782312925170068,13,7,6
193,193.0,1131.63,45.175,0.3988,45.05,45.3,0.25,-33.57101790404317,1,0.3988,45.15942328798186,44.357802248941745,45.96104432702197,1.6032420780802283,11.60398209595683,0.7811791383219955,13,7,6
194,194.0,1131.63,45.175,0.3989,45.05,45.3,0.25,-33.57101790404317,1,0.3989,45.15944199546485,44.358047713794356,45.96083627713535,1.6027885633409937,11.60398209595683,0.780045351473923,13,7,6
195,195.0,1131.63,45.175,0.3988,45.05,45.3,0.25,-33.57101790404317,1,0.3988,45.15946850340136,44.35830097910048,45.960636027702236,1.6023350486017591,11.60398209595683,0.7789115646258503,13,7,6
196,196.0,1131.63,45.3,0.3987,45.15,45.45,0.30000000000000426,-33.57101790404317,1,0.3987,45.284495,44.48355423306873,46.08543576693127,1.6018815338625387,11.72898209595683,0.7777777777777778,13,7,6
197,197.0,1131.63,45.275,0.3985,45.15,45.4,0.25,-78.02982926296224,2,0.3985,45.25952536848072,44.45881135891907,46.060239378042375,1.6014280191233041,12.520170737037759,0.7766439909297053,14,8,6
198,198.0,1131.63,45.25,0.3985,45.1,45.4,0.29999999999999716,-78.02982926296224,2,0.797,45.219095918367344,44.41860866617531,46.01958317055938,1.6009745043840695,12.470170737037762,0.7755102040816326,14,8,6
199,199.0,1131.63,45.25,0.3987,45.1,45.4,0.29999999999999716,-78.02982926296224,2,0.7974,45.219125612244895,44.41886511742247,46.01938610706732,1.6005209896448491,12.470170737037762,0.7743764172335601,14,8,6
200,200.0,1132.04,45.2,0.3987,45.05,45.35,0.30000000000000426,-78.02982926296224,2,0.7974,45.169170816326535,44.36913707887373,45.96920455377934,1.6000674749056145,12.370170737037768,0.7732426303854876,14,8,6
201,201.0,1132.04,45.2,0.3989,45.05,45.35,0.30000000000000426,-78.02982926296224,2,0.7978,45.1692005782313,44.3693935981481,45.969007558314495,1.5996139601663941,12.370170737037768,0.7721088435374149,14,8,6
202,202.0,1132.04,45.175,0.3989,45.05,45.3,0.25,-78.02982926296224,2,0.7978,45.14424580498866,44.34466558227508,45.94382602770224,1.5991604454271595,12.320170737037756,0.7709750566893424,14,8,6
203,203.0,1132.04,45.225,0.3987,45.1,45.35,0.25,-78.02982926296224,2,0.7974,45.19430642857143,44.39495296322747,45.99365989391539,1.598706930687925,12.420170737037765,0.7698412698412699,14,8,6
204,204.0,1132.04,45.2,0.3987,45.05,45.35,0.30000000000000426,-78.02982926296224,2,0.7974,45.16935163265306,44.37022492467871,45.968478340627414,1.5982534159487045,12.370170737037768,0.7687074829931972,14,8,6
205,205.0,1132.04,45.2,0.3987,45.05,45.35,0.30000000000000426,-78.02982926296224,2,0.7974,45.1693968367347,44.37049688612996,45.96829678733943,1.59779990120947,12.370170737037768,0.7675736961451247,14,8,6
206,206.0,1132.04,45.225,0.3988,45.1,45.35,0.25,-78.02982926296224,2,0.7976,45.194434376417234,44.39576118318211,45.99310756965236,1.5973463864702495,12.420170737037765,0.7664399092970522,14,8,6
207,207.0,1132.04,45.175,0.3986,45.05,45.3,0.25,-122.37587772505591,3,0.7972,45.144494897959184,44.34604846209368,45.94294133382469,1.596892871731015,13.149122274944062,0.7653061224489796,15,9,6
208,208.0,1132.04,45.1,0.3989,44.95,45.25,0.29999999999999716,-122.37587772505591,3,1.1966999999999999,45.05427574829932,44.25605606980343,45.85249542679521,1.5964393569917803,12.924122274944096,0.764172335600907,15,9,6
209,209.0,1132.04,45.1,0.3987,44.95,45.25,0.29999999999999716,-122.37587772505591,3,1.1961,45.054366479591835,44.256373558465555,45.852359400718115,1.59598584225256,12.924122274944096,0.7630385487528345,15,9,6
210,210.0,1132.07,45.125,0.3985,45.0,45.25,0.25,-76.4986544184421,2,1.1955,45.079457142857144,44.28169097910048,45.87722330661381,1.5955323275133253,13.7513455815579,0.7619047619047619,16,9,7
211,211.0,1132.07,45.175,0.3987,45.05,45.3,0.25,-120.84578307327953,3,0.7974,45.144668061224486,44.347128654837434,45.94220746761154,1.595078812774105,14.679216926720443,0.7607709750566893,17,10,7
212,212.0,1132.07,45.175,0.3987,45.05,45.3,0.25,-120.84578307327953,3,1.1961,45.12956989795918,44.332257248941744,45.926882546976614,1.5946252980348703,14.679216926720443,0.7596371882086168,17,10,7
213,213.0,1132.07,45.15,0.3987,45.0,45.3,0.29999999999999716,-120.84578307327953,3,1.1961,45.10463770408163,44.307551812433815,45.90172359572945,1.5941717832956357,14.604216926720454,0.7585034013605442,17,10,7
214,214.0,1132.07,45.15,0.3987,45.0,45.3,0.29999999999999716,-120.84578307327953,3,1.1961,45.10470551020408,44.30784637592587,45.901564644482285,1.5937182685564153,14.604216926720454,0.7573696145124716,17,10,7
215,215.0,1132.07,45.1,0.3986,44.95,45.25,0.29999999999999716,-120.84578307327953,3,1.1958,45.05478465986395,44.25815228295536,45.85141703677254,1.5932647538171807,14.454216926720477,0.7562358276643991,17,10,7
216,216.0,1132.07,45.075,0.3986,44.95,45.2,0.25,-120.84578307327953,3,1.1958,45.0298524489796,44.23344682944062,45.82625806851858,1.5928112390779603,14.379216926720488,0.7551020408163265,17,10,7
217,217.0,1132.07,45.0,0.3985,44.85,45.15,0.29999999999999716,-165.00453575872922,4,1.1955,44.95493154761905,44.158752685449684,45.75111040978841,1.5923577243387257,14.995464241270781,0.753968253968254,18,11,7
218,218.0,1132.07,44.925,0.3985,44.8,45.05,0.25,-165.00453575872922,4,1.594,44.86499909297052,44.069046988170776,45.66095119777027,1.591904209599491,14.69546424127077,0.7528344671201814,18,11,7
219,219.0,1132.07,44.95,0.3992,44.8,45.1,0.30000000000000426,-165.00453575872922,4,1.5968,44.88998421768708,44.094258870256944,45.685709565117214,1.5914506948602707,14.795464241270793,0.7517006802721088,18,11,7
220,220.0,1132.04,44.95,0.399,44.8,45.1,0.30000000000000426,-165.00453575872922,4,1.596,44.890104761904766,44.09460617184425,45.685603351965284,1.590997180121036,14.795464241270793,0.7505668934240363,18,11,7
221,221.0,1132.04,44.875,0.399,44.75,45.0,0.25,-165.00453575872922,4,1.596,44.815195238095235,44.01992340540433,45.61046707078614,1.5905436653818157,14.495464241270781,0.7494331065759637,18,11,7
222,222.0,1132.04,44.85,0.3991,44.7,45.0,0.29999999999999716,-165.00453575872922,4,1.5964,44.79027074829932,43.99522567297803,45.58531582362061,1.590090150642581,14.395464241270787,0.7482993197278912,18,11,7
223,223.0,1132.04,44.875,0.3991,44.75,45.0,0.25,-165.00453575872922,4,1.5964,44.815361247165534,44.02054292921386,45.61017956511721,1.5896366359033465,14.495464241270781,0.7471655328798186,18,11,7
224,224.0,1132.04,44.975,0.399,44.85,45.1,0.25,-165.00453575872922,4,1.596,44.91546666666667,44.120875106084604,45.71005822724873,1.589183121164126,14.895464241270787,0.746031746031746,18,11,7
225,225.0,1132.04,44.975,0.399,44.85,45.1,0.25,-209.1257280983739,5,1.596,44.915557142857146,44.1211923396447,45.70992194606959,1.5887296064248915,15.749271901626088,0.7448979591836735,19,12,7
226,226.0,1132.04,44.95,0.3991,44.8,45.1,0.30000000000000426,-209.1257280983739,5,1.9955,44.87579092970522,44.08165288386239,45.669928975548046,1.5882760916856569,15.624271901626088,0.7437641723356009,19,12,7
227,227.0,1132.04,44.925,0.3991,44.8,45.05,0.25,-209.1257280983739,5,1.9955,44.85090405328798,44.05699276481476,45.644815341761195,1.5878225769464365,15.499271901626088,0.7426303854875284,19,12,7
228,228.0,1132.04,44.925,0.3991,44.8,45.05,0.25,-209.1257280983739,5,1.9955,44.85101717687075,44.05733264576715,45.64470170797435,1.5873690622072019,15.499271901626088,0.7414965986394558,19,12,7
229,229.0,1132.04,44.95,0.3992,44.8,45.1,0.30000000000000426,-209.1257280983739,5,1.996,44.876111791383224,44.08265401764923,45.669569565117214,1.5869155474679815,15.624271901626088,0.7403628117913832,19,12,7
230,230.0,1131.91,44.975,0.3991,44.85,45.1,0.25,-209.1257280983739,5,1.9955,44.90124342403628,44.10801240767191,45.694474440400654,1.5864620327287469,15.749271901626088,0.7392290249433107,19,12,7
231,231.0,1131.91,44.975,0.399,44.85,45.1,0.25,-209.1257280983739,5,1.995,44.901375,44.108370741005245,45.69437925899476,1.5860085179895123,15.749271901626088,0.7380952380952381,19,12,7
232,232.0,1131.91,44.925,0.3991,44.8,45.05,0.25,-209.1257280983739,5,1.9955,44.85146967120181,44.058692169576666,45.64424717282696,1.5855550032502919,15.499271901626088,0.7369614512471655,19,12,7
233,233.0,1131.91,44.9,0.3992,44.75,45.05,0.29999999999999716,-209.1257280983739,5,1.996,44.826564399092966,44.03401365483744,45.619115143348495,1.5851014885110573,15.374271901626088,0.735827664399093,19,12,7
234,234.0,1131.91,44.9,0.3993,44.75,45.05,0.29999999999999716,-209.1257280983739,5,1.9965,44.82665918367347,44.03433519678755,45.61898317055939,1.5846479737718369,15.374271901626088,0.7346938775510204,19,12,7
235,235.0,1131.91,44.875,0.3993,44.75,45.0,0.25,-209.1257280983739,5,1.9965,44.80177236394558,44.00967513442928,45.59386959346188,1.5841944590326023,15.249271901626088,0.7335600907029478,19,12,7
236,236.0,1131.91,44.875,0.3992,44.75,45.0,0.25,-209.1257280983739,5,1.996,44.801903854875285,44.0100333827286,45.59377432702197,1.5837409442933676,15.249271901626088,0.7324263038548753,19,12,7
237,237.0,1131.91,44.9,0.3993,44.75,45.05,0.29999999999999716,-209.1257280983739,5,1.9965,44.8269987244898,44.035355009712724,45.61864243926687,1.5832874295541473,15.374271901626088,0.7312925170068028,19,12,7
238,238.0,1131.91,45.0,0.3992,44.85,45.15,0.29999999999999716,-209.1257280983739,5,1.996,44.92713015873016,44.1357132013227,45.718547116137614,1.5828339148149126,15.874271901626088,0.7301587301587301,19,12,7
239,239.0,1131.91,45.0,0.3991,44.85,45.15,0.29999999999999716,-209.1257280983739,5,1.9955,44.92726153628118,44.13607133624333,45.718451736319025,1.5823804000756923,15.874271901626088,0.7290249433106576,19,12,7
240,240.0,1131.54,44.975,0.3992,44.85,45.1,0.25,-209.1257280983739,5,1.996,44.90235646258503,44.111393019916804,45.69331990525326,1.5819268853364576,15.749271901626088,0.7278911564625851,19,12,7
241,241.0,1131.54,44.975,0.3991,44.85,45.1,0.25,-209.1257280983739,5,1.9955,44.902487783446716,44.111751098148105,45.69322446874533,1.581473370597223,15.749271901626088,0.7267573696145124,19,12,7
242,242.0,1131.54,44.925,0.3992,44.8,45.05,0.25,-253.18780093688483,6,1.996,44.85258276643991,44.06207283851091,45.64309269436891,1.5810198558580026,16.362199063115128,0.7256235827664399,20,13,7
243,243.0,1131.54,44.925,0.3994,44.8,45.05,0.25,-253.18780093688483,6,2.3964,44.83819163265306,44.04790846209367,45.62847480321244,1.580566341118768,16.362199063115128,0.7244897959183674,20,13,7
244,244.0,1131.54,44.95,0.3991,44.8,45.1,0.30000000000000426,-253.18780093688483,6,2.3946,44.86339258503401,44.07333617184424,45.65344899822379,1.5801128263795476,16.51219906311522,0.7233560090702947,20,13,7
245,245.0,1131.54,44.95,0.3992,44.8,45.1,0.30000000000000426,-253.18780093688483,6,2.3952,44.863506666666666,44.07367701084651,45.65333632248682,1.579659311640313,16.51219906311522,0.7222222222222222,20,13,7
246,246.0,1131.54,44.95,0.3993,44.8,45.1,0.30000000000000426,-253.18780093688483,6,2.3958,44.86362081632653,44.07401791787599,45.65322371477707,1.5792057969010784,16.51219906311522,0.7210884353741497,20,13,7
247,247.0,1131.54,45.0,0.3993,44.85,45.15,0.29999999999999716,-253.18780093688483,6,2.3958,44.91375663265306,44.12438049157213,45.70313277373399,1.578752282161858,16.812199063115173,0.719954648526077,20,13,7
248,248.0,1131.54,45.075,0.3991,44.95,45.2,0.25,-253.18780093688483,6,2.3946,44.98893557823129,44.19978619451998,45.778084961942604,1.5782987674226234,17.26219906311522,0.7188208616780045,20,13,7
249,249.0,1131.54,45.075,0.3991,44.95,45.2,0.25,-253.18780093688483,6,2.3946,44.98907132653061,44.20014870018891,45.777993952872315,1.577845252683403,17.26219906311522,0.717687074829932,20,13,7
250,250.0,1131.57,45.05,0.3992,44.9,45.2,0.30000000000000426,-253.18780093688483,6,2.3952,44.96418557823129,44.1754897092592,45.75288144720337,1.5773917379441684,17.112199063115128,0.7165532879818595,20,13,7
251,251.0,1131.57,45.025,0.3992,44.9,45.15,0.25,-253.18780093688483,6,2.3952,44.93932136054421,44.150852248941746,45.72779047214668,1.5769382232049338,16.96219906311515,0.7154195011337868,20,13,7
252,252.0,1131.57,45.025,0.3992,44.9,45.15,0.25,-253.18780093688483,6,2.3952,44.939457142857144,44.15121478862429,45.72769949709,1.5764847084657134,16.96219906311515,0.7142857142857143,20,13,7
253,253.0,1131.57,44.975,0.3994,44.85,45.1,0.25,-253.18780093688483,6,2.3964,44.889550136054424,44.101534539191185,45.677565732917664,1.5760311937264788,16.662199063115196,0.7131519274376418,20,13,7
254,254.0,1131.57,44.975,0.3994,44.85,45.1,0.25,-253.18780093688483,6,2.3964,44.88968598639456,44.10189714690094,45.67747482588818,1.5755776789872442,16.662199063115196,0.7120181405895691,20,13,7
255,255.0,1131.57,44.95,0.3993,44.8,45.1,0.30000000000000426,-253.18780093688483,6,2.3958,44.864843163265306,44.077281081141294,45.65240524538932,1.5751241642480238,16.51219906311522,0.7108843537414966,20,13,7
256,256.0,1131.57,44.95,0.3993,44.8,45.1,0.30000000000000426,-253.18780093688483,6,2.3958,44.86497897959184,44.077643654837445,45.652314304346234,1.5746706495087892,16.51219906311522,0.7097505668934241,20,13,7
257,257.0,1131.57,44.975,0.3991,44.85,45.1,0.25,-253.18780093688483,6,2.3946,44.89015731292517,44.103048745540384,45.67726588030995,1.5742171347695688,16.662199063115196,0.7086167800453514,20,13,7
258,258.0,1131.57,45.025,0.3991,44.9,45.15,0.25,-253.18780093688483,6,2.3946,44.94029306122449,44.15341125120932,45.727174871239654,1.5737636200303342,16.96219906311515,0.7074829931972789,20,13,7
259,259.0,1131.57,45.025,0.399,44.9,45.15,0.25,-297.34159588423927,7,2.394,44.94045,44.15379494735445,45.72710505264555,1.5733101052910996,17.833404115760743,0.7063492063492064,21,14,7
260,260.0,1131.77,45.075,0.3993,44.95,45.2,0.25,-297.34159588423927,7,2.7950999999999997,44.976442619047624,44.190014323771685,45.762870914323564,1.5728565905518792,18.183404115760766,0.7052154195011338,21,14,7
261,261.0,1131.77,45.1,0.3991,44.95,45.25,0.29999999999999716,-297.34159588423927,7,2.7937000000000003,45.00165035714286,44.215448819236535,45.78785189504918,1.5724030758126446,18.35840411576072,0.7040816326530612,21,14,7
262,262.0,1131.77,45.075,0.3993,44.95,45.2,0.25,-297.34159588423927,7,2.7950999999999997,44.97675952380953,44.190784743272815,45.76273430434624,1.5719495610734242,18.183404115760766,0.7029478458049887,21,14,7
263,263.0,1131.77,45.075,0.3993,44.95,45.2,0.25,-297.34159588423927,7,2.7950999999999997,44.97691797619048,44.19116995302338,45.76266599935757,1.5714960463341896,18.183404115760766,0.7018140589569161,21,14,7
264,264.0,1131.77,45.075,0.3992,44.95,45.2,0.25,-297.34159588423927,7,2.7944,44.97710095238096,44.19157968658348,45.762622218178436,1.571042531594955,18.183404115760766,0.7006802721088435,21,14,7
265,265.0,1131.77,45.075,0.3991,44.95,45.2,0.25,-297.34159588423927,7,2.7937000000000003,44.97728384920635,44.191989340778484,45.76257835763422,1.5705890168557346,18.183404115760766,0.699546485260771,21,14,7
